Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
348,19-0724-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Octavio Paz Campus,Allocating funds for incomplete payments from March 19.,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,410001 Payment To Other Government Units,300110 Ebf - Bilingual Programs,66131 Acero Charter Schools - Octavio Paz Campus,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,"$3,648",
349,19-0724-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Rufino Tamayo,Allocating funds for incomplete payments from May 19.,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,410001 Payment To Other Government Units,300110 Ebf - Bilingual Programs,66391 Acero Charter Schools - Rufino Tamayo,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,"$3,649",
350,19-0724-EX1,Transfer from Gurdon S Hubbard High School to Capital/Operations - City Wide,Funds Transfer From Project# 2019-46341-SCI To Award# 2019-437-00-07 ; Change Reason : NA,46341 Gurdon S Hubbard High School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$3,664",
351,19-0724-EX1,Transfer from Capital/Operations - City Wide to Gurdon S Hubbard High School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-46341-SCI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,46341 Gurdon S Hubbard High School,437 CIP Series 2018D,56306 Capitalized Furniture,253508 Renovations,000000 Default Value,"$3,664",
352,19-0724-EX1,Transfer from Capital/Operations - City Wide to John Hay Elementary Community Academy,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-31111-OII ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,31111 John Hay Elementary Community Academy,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$3,665",
353,19-0724-EX1,Transfer from Arts to Arts,Transfer of funds for operating supplies and student programs.,10890 Arts,115 General Education Fund,54210 Pupil Transportation,320020 Other After Schools Programs,000000 Default Value,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000000 Default Value,"$3,680",
354,19-0724-EX1,Transfer from Office of Catholic Schools to Associated Talmud Torah Of,Chicago,69510 Office of Catholic Schools,356 ELL & Bilingual Programs,54125 Services - Professional/Administrative,228953 Federal - Nonpublic Inst (Jewish),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,69530 Associated Talmud Torah Of Chicago,356 ELL & Bilingual Programs,54125 Services - Professional/Administrative,228953 Federal - Nonpublic Inst (Jewish),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,"$3,700",Transfer funds to process approved purchase order requests for Nonpublic Schools Title III programs
355,19-0724-EX1,Transfer from Capital/Operations - City Wide to Daniel R Cameron Elementary School,Adustment to negative capital funds,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009551 Masonary/Windows,000000 Default Value,22531 Daniel R Cameron Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$3,735",
356,19-0724-EX1,Transfer from Department of JROTC to George Westinghouse College Prep,Transfer needed to transport cadets to Great Lakes.,05261 Department of JROTC,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000000 Default Value,53071 George Westinghouse College Prep,115 General Education Fund,54210 Pupil Transportation,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$3,737",
357,19-0724-EX1,Transfer from Office of Catholic Schools to St Mary Star Of The Sea School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title III programs,69510 Office of Catholic Schools,356 ELL & Bilingual Programs,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,69195 St Mary Star Of The Sea School,356 ELL & Bilingual Programs,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,"$3,745",
358,19-0724-EX1,Transfer from Talent Office to Talent Office,Transfer fund is for outstanding reimbursement for travel for Talent staff. Pending reimbursement in Oracle.,11010 Talent Office,115 General Education Fund,54125 Services - Professional/Administrative,232102 Executive Administration,000000 Default Value,11010 Talent Office,115 General Education Fund,54205 Travel Expense,232102 Executive Administration,000000 Default Value,"$3,750",
359,19-0724-EX1,Transfer from Christian Affiliate Schools to Heritage Leadership Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69237 Christian Affiliate Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390014 Nonpublic Sup Counseling Services,430221 Nonpublic Inst. & Supp. Serv. - Christian,69605 Heritage Leadership Academy,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,217662 Iasa-Nonpublic Summer,430221 Nonpublic Inst. & Supp. Serv. - Christian,"$3,760",
360,19-0724-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,217662 Iasa-Nonpublic Summer,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$3,772",
361,19-0724-EX1,Transfer from Sidney Sawyer Elementary School to Citywide Student Support and Engagement,Pulling funds for summer POs,25231 Sidney Sawyer Elementary School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,442171 21st Century Community Learning Centers Fy19,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,442171 21st Century Community Learning Centers Fy19,"$3,774",
362,19-0724-EX1,Transfer from David G Farragut Career Academy High School to Student Transportation,RITM0243830 budget transfer to purchase a 14 passenger MFSAB Van.,53091 David G Farragut Career Academy High School,115 General Education Fund,53405 Commodities - Supplies,241006 School Office Services,000575 Student Based Budgeting,11870 Student Transportation,115 General Education Fund,55005 Property - Equipment,255001 Transportation Administration,000575 Student Based Budgeting,"$3,786",
363,19-0724-EX1,Transfer from Capital/Operations - City Wide to Pulaski International School of Chicago,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-31211-OIP ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,31211 Pulaski International School of Chicago,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$3,790",
364,19-0724-EX1,Transfer from Department of Personalized Learning to Department of Personalized Learning,Clear year-end negatives.,10825 Department of Personalized Learning,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,070157 Cff - Silicon Valley Community Foundation,10825 Department of Personalized Learning,124 School Special Income Fund,"57135 Pensions - Employee, Teacher",221001 School Instructional Support Services,070157 Cff - Silicon Valley Community Foundation,"$3,886",
365,19-0724-EX1,Transfer from Capital/Operations - City Wide to Daniel Boone Elementary School,Funds Transfer From Award# 2017-485-00-13 To Project# 2019-22271-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,22271 Daniel Boone Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$3,900",
366,19-0724-EX1,Transfer from Capital/Operations - City Wide to Manuel Perez Elementary School,Funds Transfer From Award# 2019-439-00-02 To Project# 2018-22861-ICR ; Change Reason : NA,12150 Capital/Operations - City Wide,439 Series 2018 CIT,56310 Capitalized Construction,009426 All Other,000000 Default Value,22861 Manuel Perez Elementary School,439 Series 2018 CIT,56306 Capitalized Furniture,253508 Renovations,000000 Default Value,"$3,919",
367,19-0724-EX1,Transfer from Risk Management to Risk Management,Payment for CCMSI escrow fund.,12460 Risk Management,210 Workers' & Unemployment Compensation/Tort,54125 Services - Professional/Administrative,231111 Tort Claims - Admin Fee,000000 Default Value,12460 Risk Management,210 Workers' & Unemployment Compensation/Tort,54535 Services - Insurance - General Liability - Claims,231113 Tort Claims - Casualty,000000 Default Value,"$3,928",
368,19-0724-EX1,Transfer from Capital/Operations - City Wide to Adlai E Stevenson Elementary School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-25471-ORR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,25471 Adlai E Stevenson Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$3,949",
369,19-0724-EX1,Transfer from Capital/Operations - City Wide to Edward Coles Elementary Language Academy,Funds Transfer From Award# 2019-488-00-01 To Project# 2018-22771-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,22771 Edward Coles Elementary Language Academy,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$3,960",
370,19-0724-EX1,Transfer from Capital/Operations - City Wide to Bronzeville Lighthouse Charter School,Funds Transfer From Award# 2017-485-00-01 To Project# 2017-66421-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253544 Child Award,000000 Default Value,66421 Bronzeville Lighthouse Charter School,485 CIT PayGo Fund,56306 Capitalized Furniture,253508 Renovations,000000 Default Value,"$3,974",
371,19-0724-EX1,Transfer from Department of Personalized Learning to Amos Alonzo Stagg Elementary School,Furniture for Stagg as part of Elevate Cohort 3 Investments into pilot classrooms.,10825 Department of Personalized Learning,115 General Education Fund,55005 Property - Equipment,119070 Personalized Learning Instruction,000000 Default Value,26521 Amos Alonzo Stagg Elementary School,115 General Education Fund,55005 Property - Equipment,119070 Personalized Learning Instruction,000901 Other Gen Ed Funded Programs,"$4,000",
372,19-0724-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover cost of meals for Chess program Students.,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150011 Math Leagues,000000 Default Value,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150013 Chess Program,000000 Default Value,"$4,000",
373,19-0724-EX1,Transfer from Citywide Student Support and Engagement to Adlai E Stevenson Elementary School,Approved Budget Transfer - Reco Bates,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,221011 Improvement Of Instruction,000044 Ctu Sustainable Schools Initiative,25471 Adlai E Stevenson Elementary School,115 General Education Fund,54125 Services - Professional/Administrative,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,"$4,000",
374,19-0724-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover the cost of photography for promotional Chess,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150001 Academic Decathlon - Hs,000000 Default Value,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150013 Chess Program,000000 Default Value,"$4,000",
375,19-0724-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover the cost of Academic Decathlon Study materials,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150011 Math Leagues,000000 Default Value,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150001 Academic Decathlon - Hs,000000 Default Value,"$4,000",
376,19-0724-EX1,Transfer from Capital/Operations - City Wide to Chicago Academy High School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-46481-OWN ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,46481 Chicago Academy High School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$4,000",
377,19-0724-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54305 Tuition,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$4,000",
378,19-0724-EX1,Transfer from Talent Office - City Wide to Talent Office,Transfer is needed to purchase ADA storage for orders that have to go out to schools.,11070 Talent Office - City Wide,115 General Education Fund,57940 Miscellaneous Charges,264207 Teacher Sourcing & Recruitment,000000 Default Value,11010 Talent Office,115 General Education Fund,55005 Property - Equipment,231006 Employee Engagement,000000 Default Value,"$4,000",
379,19-0724-EX1,Transfer from Intergovernmental Relations to Intergovernmental Relations,lapel pins and supplies,10450 Intergovernmental Relations,115 General Education Fund,54125 Services - Professional/Administrative,230010 Administrative Support,000000 Default Value,10450 Intergovernmental Relations,115 General Education Fund,53405 Commodities - Supplies,230010 Administrative Support,000000 Default Value,"$4,000",
380,19-0724-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Shifting funds from bucket reduction to OST misc. line for school transfers.,11371 Student Support and Engagement,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,"$4,000",
381,19-0724-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$4,000","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
382,19-0724-EX1,Transfer from Pre-K - 12 Curriculum to Pre-K - 12 Curriculum,Transfer of funds for instructional materials.,10814 Pre-K - 12 Curriculum,115 General Education Fund,54210 Pupil Transportation,221216 Libraries - Curriculum,000000 Default Value,10814 Pre-K - 12 Curriculum,115 General Education Fund,53305 Instructional Materials (Non-Digital),221216 Libraries - Curriculum,000000 Default Value,"$4,000",
383,19-0724-EX1,Transfer from Grant Funded Programs Office - City Wide to Trinity High School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69159 Trinity High School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$4,000",
384,19-0724-EX1,Transfer from Charles Allen Prosser Career Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2019-53041-BAS To Award# 2019-437-00-04 ; Change Reason : NA,53041 Charles Allen Prosser Career Academy High School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$4,026",
385,19-0724-EX1,Transfer from Capital/Operations - City Wide to Charles Allen Prosser Career Academy High School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-53041-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,53041 Charles Allen Prosser Career Academy High School,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$4,026",
386,19-0724-EX1,Transfer from Language and Cultural Education to Language and Cultural Education,Funds will be used to pay vendor testing product classroom licenses for teacher/parent and students at 1 CPS school during SY19.,11510 Language and Cultural Education,115 General Education Fund,54125 Services - Professional/Administrative,221011 Improvement Of Instruction,300110 Ebf - Bilingual Programs,11510 Language and Cultural Education,115 General Education Fund,53304 Instructional Materials (Digital),221011 Improvement Of Instruction,300110 Ebf - Bilingual Programs,"$4,034",
387,19-0724-EX1,Transfer from Augustus H Burley Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2019-22421-OLP To Award# 2019-437-00-18 ; Change Reason : NA,22421 Augustus H Burley Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,"$4,037",
388,19-0724-EX1,Transfer from Capital/Operations - City Wide to Henry H Nash Elementary School,Funds Transfer From Award# 2019-436-00-03 To Project# 2018-24641-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253544 Child Award,188814 Space To Grow-Iga Water Reclamation District,24641 Henry H Nash Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188814 Space To Grow-Iga Water Reclamation District,"$4,050",
389,19-0724-EX1,Transfer from Capital/Operations - City Wide to Henry H Nash Elementary School,Funds Transfer From Award# 2019-436-00-04 To Project# 2018-24641-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253544 Child Award,188815 Space To Grow-Chgo Dept. Of Water,24641 Henry H Nash Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188815 Space To Grow-Chgo Dept. Of Water,"$4,050",
390,19-0724-EX1,Transfer from Capital/Operations - City Wide to Henry H Nash Elementary School,Funds Transfer From Award# 2019-437-00-01 To Project# 2018-24641-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,24641 Henry H Nash Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,"$4,050",
391,19-0724-EX1,Transfer from Pre-K - 12 Curriculum to Instructional Supports,EXPIRED GRANT - Transfer needed to realign budget.,10814 Pre-K - 12 Curriculum,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,221011 Improvement Of Instruction,399928 Healthy Communities Investments 17-3999,11551 Instructional Supports,"324 Miscellaneous Federal, State & Local Grants",54305 Tuition,171002 Driver Education,399928 Healthy Communities Investments 17-3999,"$4,098",
392,19-0724-EX1,Transfer from Instructional Supports to Instructional Supports,CPS Vision Books for the Summer Leadership Institute.,11551 Instructional Supports,358 Title IV,53405 Commodities - Supplies,221234 Professional Develop/Curriculum Develp,"440044 Title Iv, Part A",11551 Instructional Supports,358 Title IV,54520 Services - Printing,221234 Professional Develop/Curriculum Develp,"440044 Title Iv, Part A","$4,100",
393,19-0724-EX1,Transfer from Capital/Operations - City Wide to Arthur R Ashe Elementary School,Funds Transfer From Award# 2019-437-00-01 To Project# 2018-26191-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,26191 Arthur R Ashe Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,"$4,106",
394,19-0724-EX1,Transfer from Student Support and Engagement to Jean Baptiste Beaubien Elementary School,Beubien K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,22201 Jean Baptiste Beaubien Elementary School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,100106 Out-Of-School-Time Iga Fy19,"$4,128",
395,19-0724-EX1,Transfer from Student Support and Engagement to Henry D Lloyd Elementary School,Lloyd K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,24221 Henry D Lloyd Elementary School,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,100106 Out-Of-School-Time Iga Fy19,"$4,128",
396,19-0724-EX1,Transfer from Capital/Operations - City Wide to Edward A Bouchet Math & Science Academy ES,Funds Transfer From Award# 2019-487-00-01 To Project# 2018-22371-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,009426 All Other,000000 Default Value,22371 Edward A Bouchet Math & Science Academy ES,487 Series 2017 CIT,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$4,134",
397,19-0724-EX1,Transfer from Capital/Operations - City Wide to Ninos Heroes Elementary Academic Center,Funds Transfer From Award# 2019-437-00-01 To Project# 2018-31101-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,31101 Ninos Heroes Elementary Academic Center,437 CIP Series 2018D,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,"$4,154",
398,19-0724-EX1,Transfer from Network Support to AUSL Program Support,Management fees for AUSL turnaround schools,11110 Network Support,115 General Education Fund,52100 Career Service Salaries - Regular,419001 Payroll Salvage,000000 Default Value,11116 AUSL Program Support,115 General Education Fund,54125 Services - Professional/Administrative,221258 Turn Around Schools,000000 Default Value,"$4,180",
399,19-0724-EX1,Transfer from Capital/Operations - City Wide to Friedrich L. Jahn Elementary of the Fine Arts,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-23921-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23921 Friedrich L. Jahn Elementary of the Fine Arts,437 CIP Series 2018D,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$4,186",
400,19-0724-EX1,Transfer from Capital/Operations - City Wide to Franz Peter Schubert Elementary School,Adustment to negative capital funds,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009551 Masonary/Windows,000000 Default Value,25291 Franz Peter Schubert Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$4,195",
401,19-0724-EX1,Transfer from Grant Funded Programs Office - City Wide to Associated Talmud Torah Of,Chicago,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69530 Associated Talmud Torah Of Chicago,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228953 Federal - Nonpublic Inst (Jewish),494068 Title Iia - Other Private Supplementary Servc.,"$4,200","Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programsFederal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
402,19-0724-EX1,Transfer from Capital/Operations - City Wide to Enrico Tonti Elementary School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-25631-OHI 2 ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,25631 Enrico Tonti Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$4,220",
403,19-0724-EX1,Transfer from Grant Funded Programs Office - City Wide to St Thecla School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,12625 Grant Funded Programs Office - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic",69283 St Thecla School,358 Title IV,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","$4,248",
404,19-0724-EX1,Transfer from Instructional Supports to Safety and Security - City Wide,Cost of security and crowd control for SY19,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150011 Math Leagues,000000 Default Value,10615 Safety and Security - City Wide,115 General Education Fund,57940 Miscellaneous Charges,254605 School Safety Services,000000 Default Value,"$4,300",
405,19-0724-EX1,Transfer from Capital/Operations - City Wide to George B Swift Elementary Specialty School,Adustment to negative capital funds,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,25571 George B Swift Elementary Specialty School,488 Series 2017H,56310 Capitalized Construction,320008 Playgrounds And Stadia,000000 Default Value,"$4,313",
406,19-0724-EX1,Transfer from Social and Emotional Learning - City Wide to Social and Emotional Learning - City Wide,Transfer needed for OSEL printing for PDs and school resource materials.,10898 Social and Emotional Learning - City Wide,115 General Education Fund,53405 Commodities - Supplies,211010 Tier I Services,000000 Default Value,10898 Social and Emotional Learning - City Wide,115 General Education Fund,54520 Services - Printing,211010 Tier I Services,000000 Default Value,"$4,321",
407,19-0724-EX1,Transfer from New School Development - City Wide to Network 16,"Englewood STEM HS Incubation Funds - School Supplies, Office supplies and SEL supplies",13615 New School Development - City Wide,115 General Education Fund,55005 Property - Equipment,009546 School Transitions,005058 New And Expansion School Funding,02661 Network 16,115 General Education Fund,53405 Commodities - Supplies,009546 School Transitions,005058 New And Expansion School Funding,"$4,340",
408,19-0724-EX1,Transfer from Capital/Operations - City Wide to John Harvard Elementary School of Excellence,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-23581-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,23581 John Harvard Elementary School of Excellence,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$4,350",
409,19-0724-EX1,Transfer from Capital/Operations - City Wide to Chicago Academy High School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-46481-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,46481 Chicago Academy High School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$4,390",
410,19-0724-EX1,Transfer from Grant Funded Programs Office - City Wide to Mercy Home for Boys,Transfer funds to process approved purchase order requests for Neglected Programs,12625 Grant Funded Programs Office - City Wide,334 NCLB Title 1 - Neglected & Delinquent,57915 Miscellaneous - Contingent Projects,125008 Title I - Neglected & Delinquent Programs,430525 Neglected Programs Fy19,69063 Mercy Home for Boys,334 NCLB Title 1 - Neglected & Delinquent,53405 Commodities - Supplies,125008 Title I - Neglected & Delinquent Programs,430525 Neglected Programs Fy19,"$4,401",
411,19-0724-EX1,Transfer from Department of Personalized Learning to Department of Personalized Learning,Clear year-end negatives.,10825 Department of Personalized Learning,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,070157 Cff - Silicon Valley Community Foundation,10825 Department of Personalized Learning,124 School Special Income Fund,"57135 Pensions - Employee, Teacher",221234 Professional Develop/Curriculum Develp,070157 Cff - Silicon Valley Community Foundation,"$4,415",
