Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
1094,19-1120-EX2,Transfer from Oscar Mayer Magnet School to Education General - City Wide,Sweeping Funds for Fund 124 Reimbursable Funds,24401 Oscar Mayer Magnet School,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$41,511",
1095,19-1120-EX2,Transfer from Acero Charter Schools - Sandra Cisneros to Education General - City Wide,EXPIRED GRANT - Transfer funding to 356 contingency.,66398 Acero Charter Schools - Sandra Cisneros,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,12670 Education General - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$41,528",
1096,19-1120-EX2,Transfer from Capital/Operations - City Wide to Johnnie Colemon Elementary Academy,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-26751-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,26751 Johnnie Colemon Elementary Academy,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$41,764",
1097,19-1120-EX2,Transfer from Johnnie Colemon Elementary Academy to Capital/Operations - City Wide,Funds Transfer From Project# 2020-26751-OEI To Award# 2020-488-00-10 ; Change Reason : NA,26751 Johnnie Colemon Elementary Academy,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,"$41,764",
1098,19-1120-EX2,Transfer from Capital/Operations - City Wide to Johnnie Colemon Elementary Academy,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-26751-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,26751 Johnnie Colemon Elementary Academy,488 Series 2017H,56302 Capitalized Equipment,009517 Sodexo Ifm - Cip,000000 Default Value,"$41,764",
1099,19-1120-EX2,Transfer from Oscar Mayer Magnet School to Education General - City Wide,Sweeping Funds for Fund 124 Reimbursable Funds,24401 Oscar Mayer Magnet School,124 School Special Income Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$42,000",
1100,19-1120-EX2,Transfer from Language & Cultural Education - City Wide to CICS - Prairie,Adjusting allocation for FY20.,11540 Language & Cultural Education - City Wide,115 General Education Fund,57915 Miscellaneous - Contingent Projects,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,66161 CICS - Prairie,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,"$42,148",
1101,19-1120-EX2,Transfer from Eric Solorio Academy High School to Education General - City Wide,Fund sweep - funds will return once new grant value is created.,46101 Eric Solorio Academy High School,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$42,350",
1102,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Spencer Technology Academy,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,25441 Spencer Technology Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$42,777",
1103,19-1120-EX2,Transfer from Citywide Student Support and Engagement to John B Drake Elementary School,Aligning to approved Grant budget,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,23011 John B Drake Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$42,922",
1104,19-1120-EX2,Transfer from Computer Science to Computer Science,Aligning budget to grant budget after change in grant period.,11405 Computer Science,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221117 Computer Education,"500013 Chicago Alliance For Equity In Computer Science
(Cafe-Cs) Fy20",11405 Computer Science,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,221117 Computer Education,"500013 Chicago Alliance For Equity In Computer Science
(Cafe-Cs) Fy20","$43,900",
1105,19-1120-EX2,Transfer from Capital/Operations - City Wide to John Whistler Elementary School,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-25831-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,25831 John Whistler Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$44,361",
1106,19-1120-EX2,Transfer from John Whistler Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2020-25831-OEI To Award# 2020-488-00-10 ; Change Reason : NA,25831 John Whistler Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,"$44,361",
1107,19-1120-EX2,Transfer from Capital/Operations - City Wide to John Whistler Elementary School,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-25831-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,25831 John Whistler Elementary School,488 Series 2017H,56302 Capitalized Equipment,009517 Sodexo Ifm - Cip,000000 Default Value,"$44,361",
1108,19-1120-EX2,Transfer from Sports Administration and Facilities Management - City Wide to Education General - City Wide,Reverse BT 20200013683. Wrong Amount Loaded in August 2019 ePAY Driver's Ed Payment. ACH 8/30/19,"13737 Sports Administration and Facilities Management - City
Wide",124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,171002 Driver Education,000326 Driver Education Revenue,12670 Education General - City Wide,124,57915,600005 150900,,"$44,610","School Special Income Fund
Miscellaneous - Contingent Projects
Special Income Fund 124 - Contingency
Grants - Supplemental"
1109,19-1120-EX2,"Transfer from Magnet, Gifted and IB Programs to Magnet, Gifted and IB Programs","Transfer of funds for Discovery, SGA, and ATOZ Consulting.","10845 Magnet, Gifted and IB Programs","324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,233015 Magnet School Program,500311 Magnet Schools Assistance Program (Cpsmsap) Fy20,"10845 Magnet, Gifted and IB Programs","324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,221234 Professional Develop/Curriculum Develp,500311 Magnet Schools Assistance Program (Cpsmsap) Fy20,"$44,800",
1110,19-1120-EX2,Transfer from Edgebrook Elementary School to Education General - City Wide,Sweeping Funds for Fund 124 Reimbursable Funds - School submitted book transfers for buckets,23071 Edgebrook Elementary School,124 School Special Income Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$44,969",
1111,19-1120-EX2,Transfer from Spencer Technology Academy to Citywide Student Support and Engagement,Pulling back overage for FY20 SCS School Year Allocations,25441 Spencer Technology Academy,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,"$44,996",
1112,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Jacob Beidler Elementary School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,22211 Jacob Beidler Elementary School,115 General Education Fund,54125 Services - Professional/Administrative,119010 Other Instructional Programs,000044 Ctu Sustainable Schools Initiative,"$45,000",
1113,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Spencer Technology Academy,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,25441 Spencer Technology Academy,115 General Education Fund,55005 Property - Equipment,222209 Computer/Media Techonology Services,000044 Ctu Sustainable Schools Initiative,"$45,000",
1114,19-1120-EX2,Transfer from Multicultural Academy of Scholarship to Little Village Multiplex,Transfer of funds per I. Contreras,55181 Multicultural Academy of Scholarship,115 General Education Fund,57940 Miscellaneous Charges,888888 Contingency Balancing Program,000575 Student Based Budgeting,49121 Little Village Multiplex,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000575 Student Based Budgeting,"$46,512",
1115,19-1120-EX2,Transfer from Multicultural Academy of Scholarship to Little Village Multiplex,Transfer of funds per I. Contreras,55181 Multicultural Academy of Scholarship,115 General Education Fund,57940 Miscellaneous Charges,888888 Contingency Balancing Program,000576 Supplemental Aid,49121 Little Village Multiplex,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000576 Supplemental Aid,"$46,512",
1116,19-1120-EX2,Transfer from Capital/Operations - City Wide to Richard J Daley Elementary Academy,Funds Transfer From Award# 2019-488-00-02 To Project# 2019-25951-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,25951 Richard J Daley Elementary Academy,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$47,238",
1117,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Oscar DePriest Elementary School,Aligning to approved Grant budget,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,26631 Oscar DePriest Elementary School,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$47,316",
1118,19-1120-EX2,Transfer from Early College and Career - City Wide to Early College and Career - City Wide,EXPIRED GRANT - Transfer needed to realign budget.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,52140 Career Service Salaries - Other,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,140345 Electrician,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$47,737",
1119,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Brighton Park Elementary School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,26451 Brighton Park Elementary School,115 General Education Fund,54125 Services - Professional/Administrative,221234 Professional Develop/Curriculum Develp,000044 Ctu Sustainable Schools Initiative,"$48,701",
1120,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Fort Dearborn Elementary School,Aligning to approved Grant budget,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,23241 Fort Dearborn Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$48,749",
1121,19-1120-EX2,Transfer from Capital/Operations - City Wide to Marie Sklodowska Curie Metropolitan High School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-53101-OPI-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,53101 Marie Sklodowska Curie Metropolitan High School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$48,900",
1122,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Daniel R Cameron Elementary School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,22531 Daniel R Cameron Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$49,539",
1123,19-1120-EX2,Transfer from Early College and Career - City Wide to Early College and Career - City Wide,Transferring available funds from payroll swap to Misc line to be allocated to grant eligible expenses,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,51330 Benefits Pointer,290001 General Salary S Bkt,474567 Special Student Needs-C. Perkins Fy20,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,119035 Other Instruction Purposes - Miscellaneous,474567 Special Student Needs-C. Perkins Fy20,"$50,000",
1124,19-1120-EX2,Transfer from Information & Technology Services to Information & Technology Services,Moving budget dollars to ITS Vendor Pool to procure services of Migration Metrics,12510 Information & Technology Services,115 General Education Fund,53306 Commodities: Software (Non-Instructional),009575 Impact,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,54125 Services - Professional/Administrative,266203 Technical Support,000000 Default Value,"$50,000",
1125,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Donald Morrill Math & Science Elementary School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,24571 Donald Morrill Math & Science Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$50,213",
1126,19-1120-EX2,Transfer from Family & Community Engagement Office to Family & Community Engagement Office,Community/Parent Involvement,14060 Family & Community Engagement Office,115 General Education Fund,57915 Miscellaneous - Contingent Projects,230010 Administrative Support,000000 Default Value,14060 Family & Community Engagement Office,115 General Education Fund,54125 Services - Professional/Administrative,300008 Community/Parent Involvement,000000 Default Value,"$50,500",
1127,19-1120-EX2,Transfer from Early College and Career to Early College and Career - City Wide,EXPIRED GRANT - Transfer needed to realign budget.,13725 Early College and Career,369 Title I - School Improvement Carl Perkins,51330 Benefits Pointer,290001 General Salary S Bkt,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,140345 Electrician,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$50,653",
1128,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Spencer Technology Academy,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,25441 Spencer Technology Academy,115 General Education Fund,54125 Services - Professional/Administrative,119010 Other Instructional Programs,000044 Ctu Sustainable Schools Initiative,"$51,000",
1129,19-1120-EX2,Transfer from Capital/Operations - City Wide to Edwin G. Foreman College and Career Academy,Funds Transfer From Award# 2019-436-00-01 To Project# 2019-46131-ICR ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,000017 Tif Capital,46131 Edwin G. Foreman College and Career Academy,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253508 Renovations,000017 Tif Capital,"$51,539",
1130,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Ralph H Metcalfe Elementary Community Academy,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,31061 Ralph H Metcalfe Elementary Community Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$51,605",
1131,19-1120-EX2,Transfer from Christian Fenger Academy High School to Citywide Student Support and Engagement,Aligning to approved grant budget,46111 Christian Fenger Academy High School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,"$51,611",
1132,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Cyrus H McCormick Elementary School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,24431 Cyrus H McCormick Elementary School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$52,392",
1133,19-1120-EX2,Transfer from David G Farragut Career Academy High School to Citywide Student Support and Engagement,Pulling back overage for FY20 SCS School Year Allocations,53091 David G Farragut Career Academy High School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,"$52,609",
1134,19-1120-EX2,Transfer from Capital/Operations - City Wide to Brian Piccolo Elementary Specialty School,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-24781-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,24781 Brian Piccolo Elementary Specialty School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$53,145",
1135,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Adlai E Stevenson Elementary School,Aligning to approved Grant budget,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,25471 Adlai E Stevenson Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$53,252",
1136,19-1120-EX2,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds for approved purchase order requests for Nonpublic Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430235 Nonpublic Inst. & Supp. Serv. - Catholic,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370004 Nonpublic Instructional & Support Services,430235 Nonpublic Inst. & Supp. Serv. - Catholic,"$53,375",
1137,19-1120-EX2,Transfer from Language & Cultural Education - City Wide to Language & Cultural Education - City Wide,Transfer to push out BAC funds to schools.,11540 Language & Cultural Education - City Wide,115 General Education Fund,57915 Miscellaneous - Contingent Projects,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,53405 Commodities - Supplies,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$54,678",
1138,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Citywide Student Support and Engagement,Transfer for non instr. PO,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442197 21st Century Community Learning Centers (Cohort
19-Grant 5) Fy20",10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,297920 Other Government Funded - Support Services,"442197 21st Century Community Learning Centers (Cohort
19-Grant 5) Fy20","$55,116",
1139,19-1120-EX2,Transfer from Capital/Operations - City Wide to Leslie Lewis Elementary School,Funds Transfer From Award# 2020-488-00-05 To Project# 2020-24151-OHI-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,24151 Leslie Lewis Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$55,300",
1140,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Thomas Kelly High School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,46181 Thomas Kelly High School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$56,121",
1141,19-1120-EX2,Transfer from John F Kennedy High School to Citywide Student Support and Engagement,Aligning to approved Grant budget,46201 John F Kennedy High School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,"$56,602",
1142,19-1120-EX2,Transfer from Education General - City Wide to Computer Science,transferring funds for changing grant period.,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,11405 Computer Science,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,548025 Track 2 Cs10k: Accelerate Ecs4all Fy20,"$56,981",
1143,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Citywide Student Support and Engagement,Transfer for instr. PO,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442197 21st Century Community Learning Centers (Cohort
19-Grant 5) Fy20",10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,"442197 21st Century Community Learning Centers (Cohort
19-Grant 5) Fy20","$57,352",
1144,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Adlai E Stevenson Elementary School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,25471 Adlai E Stevenson Elementary School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$57,390",
1145,19-1120-EX2,Transfer from Capital/Operations - City Wide to Camelot Excel - Englewood HS,Funds Transfer From Award# 2020-488-00-07 To Project# 2020-63142-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,253539 Developer Services And Permitting,000000 Default Value,63142 Camelot Excel - Englewood HS,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$57,884",
1146,19-1120-EX2,Transfer from Grant Funded Programs Office - City Wide to GFP/Other Private Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462074 Lea Flowthru Instruction - Nonpublic,69103 GFP/Other Private Schools,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370007 Nonpublic Homeschool/Other,462074 Lea Flowthru Instruction - Nonpublic,"$60,000",
1147,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Christian Fenger Academy High School,FY20 SCS School Year Allocation,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,46111 Christian Fenger Academy High School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$61,920",
1148,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Spencer Technology Academy,Aligning to approved Grant budget,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,25441 Spencer Technology Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$62,754",
1149,19-1120-EX2,Transfer from Early Childhood Development - City Wide to Education General - City Wide,Reconciliation of previous transfer,11385 Early Childhood Development - City Wide,117 Tuition Based Program,53405 Commodities - Supplies,119027 Prek Instruction,000000 Default Value,12670 Education General - City Wide,117 Tuition Based Program,57915 Miscellaneous - Contingent Projects,119004 Other General Charges,000000 Default Value,"$63,000",
1150,19-1120-EX2,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds for approved purchase order requests for Nonpublic Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430235 Nonpublic Inst. & Supp. Serv. - Catholic,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,370004 Nonpublic Instructional & Support Services,430235 Nonpublic Inst. & Supp. Serv. - Catholic,"$64,068",
1151,19-1120-EX2,Transfer from Education General - City Wide to Office of Student Health & Wellness,Funds frontloaded for OSHW to cover teacher stipends per agreement. $500 each for 130 schools.,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,905000 Grants From Children First Fund,14050 Office of Student Health & Wellness,124 School Special Income Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,905009 Eat What You Grow (Ewyg),"$64,071",
1152,19-1120-EX2,Transfer from Office of Student Health & Wellness to Education General - City Wide,Sweeping funds front loaded BT 20200030927 until further notice from CFF.,14050 Office of Student Health & Wellness,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,113090 Grants-Citywide Misc Fndtns,905009 Eat What You Grow (Ewyg),12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,905000 Grants From Children First Fund,"$65,000",
1153,19-1120-EX2,Transfer from Thurgood Marshall Middle School to Education General - City Wide,Sweep funds for closed school.,41081 Thurgood Marshall Middle School,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,142100 Permit/Rental - All Schools,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$66,326",
1154,19-1120-EX2,Transfer from Louisa May Alcott College Preparatory ES to Education General - City Wide,Swept Funds Release from FY20 Reimbursable Positions,22041 Louisa May Alcott College Preparatory ES,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$67,726",
1155,19-1120-EX2,Transfer from Citywide Student Support and Engagement to Thomas Kelly High School,Aligning to approved Grant budget,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,46181 Thomas Kelly High School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,"$68,675",
