Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
189,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Foster Park Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23261 Foster Park Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537","45
"
190,18-0523-EX1,"
Transfer from Diverse Learner Quality Instruction to Frazier Prospective IB Magnet ES",Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,29411 Frazier Prospective IB Magnet ES,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
191,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Stephen F Gale Elementary Community Academy,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,31081 Stephen F Gale Elementary Community Academy,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
192,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Joseph E Gary Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23311 Joseph E Gary Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
193,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Alexander Graham Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23391 Alexander Graham Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
194,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to John H Hamline Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23511 John H Hamline Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537","46
"
195,18-0523-EX1,"
Transfer from Diverse Learner Quality Instruction to Phoebe Apperson Hearst Elementary School",Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23671 Phoebe Apperson Hearst Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
196,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to James Hedges Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23681 James Hedges Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
197,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Charles R Henderson Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23721 Charles R Henderson Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
198,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to William G Hibbard Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,23801 William G Hibbard Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
199,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Jordan Elementary Community School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,22811 Jordan Elementary Community School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537","47
"
200,18-0523-EX1,"
Transfer from Diverse Learner Quality Instruction to Henry D Lloyd Elementary School",Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,24221 Henry D Lloyd Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
201,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Josephine C Locke Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,24231 Josephine C Locke Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
202,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Henry H Nash Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,24641 Henry H Nash Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
203,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Northwest Middle School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,41121 Northwest Middle School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
204,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Francis W Parker Elementary Community Academy,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,31181 Francis W Parker Elementary Community Academy,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537","48
"
205,18-0523-EX1,"
Transfer from Diverse Learner Quality Instruction to Mary Gage Peterson Elementary School",Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,24941 Mary Gage Peterson Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
206,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Dr Jorge Prieto Math and Science,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,22581 Dr Jorge Prieto Math and Science,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
207,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Maria Saucedo Elementary Scholastic Academy,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,29151 Maria Saucedo Elementary Scholastic Academy,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
208,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to John H Vanderpoel Elementary Magnet School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,29311 John H Vanderpoel Elementary Magnet School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
209,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Edward White Elementary Career Academy,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,26431 Edward White Elementary Career Academy,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537","49
"
210,18-0523-EX1,"
Transfer from Diverse Learner Quality Instruction to Ella Flagg Young Elementary School",Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,25921 Ella Flagg Young Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
211,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Chicago High School for Agricultural Sciences,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,47091 Chicago High School for Agricultural Sciences,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
212,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Collins Academy High School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,49131 Collins Academy High School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
213,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to William Jones College Preparatory High School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,47021 William Jones College Preparatory High School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
214,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Northside College Preparatory High School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,46061 Northside College Preparatory High School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537","50
"
215,18-0523-EX1,"
Transfer from Diverse Learner Quality Instruction to Ellen H Richards Career Academy High School",Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,53051 Ellen H Richards Career Academy High School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
216,18-0523-EX1,Transfer from Diverse Learner Quality Instruction to Frederick Stock Elementary School,Transfer of 1st semester case manager stipend to school,11674 Diverse Learner Quality Instruction,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,30081 Frederick Stock Elementary School,114 Special Education Fund,57940 Miscellaneous Charges,212013 Counseling & Guidance Services,000000 Default Value,"$1,537",
217,18-0523-EX1,Transfer from Early College and Career - City Wide to South Shore Intl College Prep High School,Transfer funds for supplies.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,148001 Allied Health,474565 Special Student Needs-C. Perkins Fy18,46631 South Shore Intl College Prep High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,148002 Medical Health Career Academy,474565 Special Student Needs-C. Perkins Fy18,"$1,538",
218,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Wolfgang A Mozart Elementary School,provide services for spring cleanup maximo 7909486,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,24611 Wolfgang A Mozart Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,543",
219,18-0523-EX1,Transfer from Office of Catholic Schools to Bridgeport Catholic Academy School - South,Transfer funds to process approve purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69209 Bridgeport Catholic Academy School - South,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,548",
220,18-0523-EX1,"
Transfer from Capital/Operations - City Wide to Arthur E Canty Elementary School",Funds Transfer From Award# 2017-427-00-26 To Project# 2015-22541-ANX ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009567 All Other,000000 Default Value,22541 Arthur E Canty Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,253518 Annex,000000 Default Value,"$1,550",
221,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Beasley CPC,Furnish labor & materials to replace cabinet in Classroom # 6. Maximo WO#: CPS - 7986938,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,29322 Beasley CPC,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,550",
222,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Lyman A Budlong Elementary School,"Vendor will re-wire light fixtures in room 113 to be fed from switch in classroom and separate wiring circuit feeding hallway lighting.
When light is turned off in room hallway lights also turn off. Quotes attached. Maximo # 8000084",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,22391 Lyman A Budlong Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,550",
223,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Emmett Louis Till Math and Science Academy,"Provide labor and materials to prep and sand hardwood floor. Apply sealer and 2 coats of polyurethane. Buff floor between coats of
polyurethane to a gloss finish on 23' X 40' size floor in classroom 304.",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,24441 Emmett Louis Till Math and Science Academy,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,560","52
"
224,18-0523-EX1,"
Transfer from Capital/Operations - City Wide to Roger C Sullivan High School",Funds Transfer From Award# 2017-485-00-13 To Project# 2018-46301-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,46301 Roger C Sullivan High School,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$1,563",
225,18-0523-EX1,Transfer from Roger C Sullivan High School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-46301-RPT To Award# 2017-485-00-13 ; Change Reason : NA,46301 Roger C Sullivan High School,485 CIT PayGo Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,"$1,563",
226,18-0523-EX1,Transfer from Capital/Operations - City Wide to Roger C Sullivan High School,Funds Transfer From Award# 2017-485-00-13 To Project# 2018-46301-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,46301 Roger C Sullivan High School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,009553 Roofs,000000 Default Value,"$1,563",
227,18-0523-EX1,Transfer from Early College and Career - City Wide to Gurdon S Hubbard High School,Transfer funds for software licenses.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53307 Commodities: Software Licenses (Instructional),148001 Allied Health,474565 Special Student Needs-C. Perkins Fy18,46341 Gurdon S Hubbard High School,369 Title I - School Improvement Carl Perkins,53307 Commodities: Software Licenses (Instructional),148002 Medical Health Career Academy,474565 Special Student Needs-C. Perkins Fy18,"$1,570",
228,18-0523-EX1,"Transfer from Facility Opers & Maint - City Wide to TEAM Englewood Community Academy High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value","Transfer To:
49161 TEAM Englewood Community Academy High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value",,,,,,,,,,,"$1,583","53
"
229,18-0523-EX1,"
Transfer from Capital/Operations - City Wide to Benito Juarez Community Academy High School",Funds Transfer From Award# 2018-488-00-05 To Project# 2018-46421-OEN ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,46421 Benito Juarez Community Academy High School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,589",
230,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to John Whistler Elementary School,"WO#:7985694-LEAKING VALVE;DISCONNECT AND REMOVE THE EXISTING THREE WAY VALVE; INSTALL AND PIPE ONE
NEW THREE WAY VALVE; CHECK FOR PROPER OPERATION WHEN COMPLETE.",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,25831 John Whistler Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,590",
231,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to William T Sherman Elementary School,supply all labor and material to replace countertop sink and faucet in pre-k room,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,25341 William T Sherman Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,600",
232,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Frank W Gunsaulus Elementary Scholastic Academy,"Furnish and install 180 fence caps that are missing around building with two (2) welds on each cap.
Quotes attached as required.
Maximo CPS-7985711",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,29121 Frank W Gunsaulus Elementary Scholastic Academy,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,600","54
"
233,18-0523-EX1,"
Transfer from Facility Opers & Maint - City Wide to Oliver Wendell Holmes Elementary School",Remove and replace countertops in Rm 101 and 103. 4357088 CPS-7980704,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,23831 Oliver Wendell Holmes Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,600",
234,18-0523-EX1,Transfer from Marine Leadership Academy at Ames to Capital/Operations - City Wide,Approved 1st floor and 3rd floor construction project.,41111 Marine Leadership Academy at Ames,225 Supplemental General State Aid,53307 Commodities: Software Licenses (Instructional),222209 Computer/Media Techonology Services,000703 Supplemental General State Aid (Sgsa),12150 Capital/Operations - City Wide,225 Supplemental General State Aid,56310 Capitalized Construction,253542 Facilities Data Management Project,000703 Supplemental General State Aid (Sgsa),"$1,600",
235,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to DuSable Multiplex,"Emergency service. Replace damaged floor brackets due to vandalism. Needed for volleyball season asap. Maximo# 7992351. See
attachment.",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,46541 DuSable Multiplex,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,600",
236,18-0523-EX1,Transfer from William H Seward Communication Arts Academy ES to Education General - City Wide,Transferring leftover FY18 EL software funds into contingency,25301 William H Seward Communication Arts Academy ES,356 ELL & Bilingual Programs,53307 Commodities: Software Licenses (Instructional),180040 English Language Learner (Ell/Lep) Programs,490939 Title Iii - Language Acquisition,12670 Education General - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,410008 Contingency For Project Expan,"$1,605",
237,18-0523-EX1,"
Transfer from Capital/Operations - City Wide to Whitney M Young Magnet High School",Funds Transfer From Award# 2018-436-00-17 To Project# 2018-47101-UAF ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253544 Child Award,000017 Tif Capital,47101 Whitney M Young Magnet High School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,000017 Tif Capital,"$1,616",
238,18-0523-EX1,Transfer from Whitney M Young Magnet High School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47101-UAF To Award# 2018-436-00-17 ; Change Reason : NA,47101 Whitney M Young Magnet High School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,000017 Tif Capital,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253544 Child Award,000017 Tif Capital,"$1,616",
239,18-0523-EX1,Transfer from Capital/Operations - City Wide to Whitney M Young Magnet High School,Funds Transfer From Award# 2018-436-00-17 To Project# 2018-47101-UAF ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253544 Child Award,000017 Tif Capital,47101 Whitney M Young Magnet High School,436 IGA and Other Capital Projects Fund,54125 Services - Professional/Administrative,253511 Campus Parks,000017 Tif Capital,"$1,616",
240,18-0523-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover cost of Consultant fees,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150001 Academic Decathlon - Hs,000000 Default Value,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150001 Academic Decathlon - Hs,000000 Default Value,"$1,625","56
"
241,18-0523-EX1,"
Transfer from Facility Opers & Maint - City Wide to Emmett Louis Till Math and Science Academy","Provide labor and materials to power rod overhead main sanitary sewer line. Removed 3' section of broken/cracked pipe. Replaced
damaged section with equally sized 4'""heavy duty cast iron piping.",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,24441 Emmett Louis Till Math and Science Academy,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,625",
242,18-0523-EX1,Transfer from Capital/Operations - City Wide to Frederick Funston Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2017-23291-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,23291 Frederick Funston Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,637",
243,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Jesse Sherwood Elementary School,"(MAXIMO I.D.CPS7768577/7768575) Provide labor and materials to disconnect and remove the existing gas valve and pilot
thermocouple. Install one new gas valve/pilot thermocouple. Check for proper operation",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,25351 Jesse Sherwood Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,638",
244,18-0523-EX1,Transfer from James B Farnsworth Elementary School to Education General - City Wide,Transferring leftover FY18 EL software funds into contingency,23161 James B Farnsworth Elementary School,356 ELL & Bilingual Programs,53307 Commodities: Software Licenses (Instructional),180040 English Language Learner (Ell/Lep) Programs,490939 Title Iii - Language Acquisition,12670 Education General - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,410008 Contingency For Project Expan,"$1,650",
245,18-0523-EX1,"
Transfer from Capital/Operations - City Wide to Norman A Bridge Elementary School",Funds Transfer From Award# 2018-488-00-05 To Project# 2018-22321-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,22321 Norman A Bridge Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,656",
246,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Amos Alonzo Stagg Elementary School,"to have vendor come out and repair water lines and backflow prevention device,install a cover current one is split and install a wye
strainer install a new chicago faucet and insulate pipes maximo 4352389",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,26521 Amos Alonzo Stagg Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,658",
247,18-0523-EX1,Transfer from Early College and Career - City Wide to Dr Martin Luther King Jr College Prep HS,Transfer funds to property and equipment.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474565 Special Student Needs-C. Perkins Fy18,46371 Dr Martin Luther King Jr College Prep HS,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,147601 Graphic Communications/Graphic Design,474565 Special Student Needs-C. Perkins Fy18,"$1,670",
248,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Thomas J Waters Elementary School,install new positive positioners on both pneumatic actuators,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,25781 Thomas J Waters Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,675","58
"
249,18-0523-EX1,"
Transfer from Facility Opers & Maint - City Wide to John Harvard Elementary School of Excellence",CPS 7991904 Leakin pipe in Auditorium. Provide material and labor to replace section of leaking pipe,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,23581 John Harvard Elementary School of Excellence,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,690",
250,18-0523-EX1,"Transfer from Facility Opers & Maint - City Wide to Spencer Technology Academy
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254031 O&M North
000000 Default Value","Transfer To:
25441 Spencer Technology Academy
230 Public Building Commission O & M
53405 Commodities - Supplies
254031 O&M North
000000 Default Value",,,,,,,,,,,"$1,690",
251,18-0523-EX1,Transfer from Facility Opers & Maint - City Wide to Dewey Elementary Academy of Fine Arts,"Maximo# 7989952 custom heavy -duty clean out cover, approximate 3 ft x 4 ft diamond plate corner gaurd for 2 door ways wrap
around and install",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,22951 Dewey Elementary Academy of Fine Arts,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,691",
252,18-0523-EX1,"Transfer from Facility Opers & Maint - City Wide to TEAM Englewood Community Academy High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value","Transfer To:
49161 TEAM Englewood Community Academy High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value",,,,,,,,,,,"$1,696","59
"
