Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
238,18-0725-EX1,Transfer from Mildred I Lavizzo Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2016-25671-NPL To Award# 2016-485-00-04 ; Change Reason : NA,25671 Mildred I Lavizzo Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,320008 Playgrounds And Stadia,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$1,859",
239,18-0725-EX1,Transfer from Family & Community Engagement Office to Family & Community Engagement Office,"Funds will be used to as a down payment to hold 2 Float and generators for the Bud Billiken parade. Due Now $2,100.00 of
$4,200.00",14060 Family & Community Engagement Office,115 General Education Fund,54205 Travel Expense,230010 Administrative Support,000000 Default Value,14060 Family & Community Engagement Office,115 General Education Fund,54125 Services - Professional/Administrative,321850 Community Relations,000000 Default Value,"$1,860",
240,18-0725-EX1,Transfer from Peter Cooper Elementary Dual Language Academy to Capital/Operations - City Wide,Funds Transfer From Project# 2017-22831-ACD To Award# 2017-485-00-05 ; Change Reason : NA,22831 Peter Cooper Elementary Dual Language Academy,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,860",
241,18-0725-EX1,Transfer from Alexander Graham Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-23391-ACD To Award# 2017-485-00-05 ; Change Reason : NA,23391 Alexander Graham Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,860",
242,18-0725-EX1,Transfer from Dr. Martin L. King Jr Academy of Social Justice to Capital/Operations - City Wide,Funds Transfer From Project# 2017-26371-ACD To Award# 2017-485-00-05 ; Change Reason : NA,26371 Dr. Martin L. King Jr Academy of Social Justice,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,860",
243,18-0725-EX1,Transfer from Parkside Elementary Community Academy to Capital/Operations - City Wide,Funds Transfer From Project# 2017-31201-ACD To Award# 2017-485-00-05 ; Change Reason : NA,31201 Parkside Elementary Community Academy,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,860",
244,18-0725-EX1,Transfer from Thomas Kelly High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-46181-ACD To Award# 2017-485-00-05 ; Change Reason : NA,46181 Thomas Kelly High School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,860",
245,18-0725-EX1,Transfer from Manuel Perez Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-22861-ACD To Award# 2017-485-00-05 ; Change Reason : NA,22861 Manuel Perez Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,860",
246,18-0725-EX1,Transfer from North Lawndale College Prep - Christiana to Capital/Operations - City Wide,Funds Transfer From Project# 2017-66091-ACD To Award# 2017-485-00-05 ; Change Reason : NA,66091 North Lawndale College Prep - Christiana,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,860",
247,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Douglas Taylor Elementary School,"Disconnect and remove existing damaged flue piping provide all labor and material to install new flue piping from heater up through
the roof includes new roof portal and cap Maximo # 8416403",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,25591 Douglas Taylor Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,865",
248,18-0725-EX1,Transfer from Walter Payton College Preparatory High School to Capital/Operations - City Wide,Funds Transfer From Project# 2014-70020-ANX To Award# 2015-427-00-24 ; Change Reason : NA,70020 Walter Payton College Preparatory High School,427 CIP Series 2016B,56310 Capitalized Construction,009531 Additions,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,254403 School Furniture & Equipment,000000 Default Value,"$1,889",
249,18-0725-EX1,Transfer from Student Support and Engagement to Mildred I Lavizzo Elementary School,Lavizzo K-8 OST Award Program Expansion Staffing Award - Final 25%,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100101 Out-Of-School-Time Awards,25671 Mildred I Lavizzo Elementary School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,100101 Out-Of-School-Time Awards,"$1,900",
250,18-0725-EX1,Transfer from University of Chicago - Woodlawn to Capital/Operations - City Wide,Funds Transfer From Project# 2017-66112-ACD To Award# 2017-485-00-05 ; Change Reason : NA,66112 University of Chicago - Woodlawn,485 CIT PayGo Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,907",
251,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Countee Cullen Elementary School,Furnish labor and materials to repair roof leak over affected areas maximo #8371814,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,23891 Countee Cullen Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,925",
252,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Roald Amundsen High School,"Clean out 4 parking lot catch basins, and jet. per quotes. 3 attached.",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,46031 Roald Amundsen High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,925",
253,18-0725-EX1,Transfer from Gage Park High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-46141-ACD To Award# 2017-485-00-05 ; Change Reason : NA,46141 Gage Park High School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,926",
254,18-0725-EX1,Transfer from Capital/Operations - City Wide to Mary E McDowell Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2018-26421-STR ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,26421 Mary E McDowell Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,931",
255,18-0725-EX1,Transfer from John W Cook Elementary School to Facility Opers & Maint - City Wide,Sweeping unused O&M funds to central office,22801 John W Cook Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,950",
256,18-0725-EX1,Transfer from Office of Catholic Schools to Epiphany School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440043 Title Iv, Part A - Nonpublic",69094 Epiphany School,358 Title IV,55005 Property - Equipment,228958 Federal - Nonpublic Inst (Catholic),"440043 Title Iv, Part A - Nonpublic","$1,950",
257,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to John Fiske Elementary School,Replace motor in unit remove and clean coil,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,23221 John Fiske Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,951",
258,18-0725-EX1,Transfer from John W Cook Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-22801-ACD To Award# 2017-485-00-05 ; Change Reason : NA,22801 John W Cook Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,956",
259,18-0725-EX1,Transfer from Charles Sumner Math & Science Community Acad ES to Capital/Operations - City Wide,Funds Transfer From Project# 2017-31221-ACD To Award# 2017-485-00-05 ; Change Reason : NA,31221 Charles Sumner Math & Science Community Acad ES,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,956",
260,18-0725-EX1,Transfer from John Marshall Metropolitan High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-47041-ACD To Award# 2017-485-00-05 ; Change Reason : NA,47041 John Marshall Metropolitan High School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,956",
261,18-0725-EX1,Transfer from Manley Career Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-53111-ACD To Award# 2017-485-00-05 ; Change Reason : NA,53111 Manley Career Academy High School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,956",
262,18-0725-EX1,Transfer from Phoenix Military Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-55011-ACD To Award# 2017-485-00-05 ; Change Reason : NA,55011 Phoenix Military Academy High School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,956",
263,18-0725-EX1,Transfer from EPIC Academy Charter High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-63081-ACD To Award# 2017-485-00-05 ; Change Reason : NA,63081 EPIC Academy Charter High School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,956",
264,18-0725-EX1,Transfer from Capital/Operations - City Wide to William J Onahan Elementary School,Funds Transfer From Award# 2018-488-00-06 To Project# 2018-24761-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,24761 William J Onahan Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,957",
265,18-0725-EX1,Transfer from Network Support to Network Support,transfering funds for PO,11110 Network Support,115 General Education Fund,53405 Commodities - Supplies,230010 Administrative Support,000000 Default Value,11110 Network Support,115 General Education Fund,54125 Services - Professional/Administrative,230010 Administrative Support,000000 Default Value,"$1,963",
266,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Ellen H Richards Career Academy High School,"Contractor propose to remove existing actuators , install four new actuators , wire new actuators and check for proper operation when
complete . Replace zone motor actuators 103, 104, 105 and 203 Maximo # 8388038",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,53051 Ellen H Richards Career Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,967",
267,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Ellen H Richards Career Academy High School,"Contractor propose to remove existing actuators , install four new actuators , wire new actuators and check for proper operation .
Actuator numbers are 102 , 202 , 204 and 205. Maximo#8388038 .",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,53051 Ellen H Richards Career Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,967",
268,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Charles Allen Prosser Career Academy High School,"Maximo# CPS- 8416569
Supply labor / Materials to replace the inducer motor with new wheel on the Reznor Unit for Culinary Arts and calibrate burner on
stage two combustion> Check unit for proper operation (as per quote)",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,53041 Charles Allen Prosser Career Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,970",
269,18-0725-EX1,Transfer from George B Swift Elementary Specialty School to Capital/Operations - City Wide,Funds Transfer From Project# 2016-25571-ACD To Award# 2015-436-00-13 ; Change Reason : NA,25571 George B Swift Elementary Specialty School,436 IGA and Other Capital Projects Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000016 State Funded Capital Projects,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,000016 State Funded Capital Projects,"$1,984",
270,18-0725-EX1,Transfer from Melville W Fuller Elementary School to Facility Opers & Maint - City Wide,Sweeping unused O&M funds to central office,23271 Melville W Fuller Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,985",
271,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Jesse Sherwood Elementary School,"(MAXIMO I.D.CPS8386801) Provide labor and materials to pressurize chiller circuit 2,check for leaks, repair any solderable leaks or
threaded fittings,pull a vacuum,charge w/ refrigerant supplied by engineer and start up and test.",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,25351 Jesse Sherwood Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,985",
272,18-0725-EX1,Transfer from Thomas J Higgins Elementary Community Academy to Capital/Operations - City Wide,Funds Transfer From Project# 2017-31251-ACD To Award# 2017-486-00-11 ; Change Reason : NA,31251 Thomas J Higgins Elementary Community Academy,486 CIT Bond Fund,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$1,988",
273,18-0725-EX1,Transfer from George H Corliss High School to Facility Opers & Maint - City Wide,Sweeping unused O&M funds to central office,46391 George H Corliss High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,996",
274,18-0725-EX1,Transfer from Daniel J Corkery Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2016-22851-NCP To Award# 2016-436-00-04 ; Change Reason : NA,22851 Daniel J Corkery Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188815 Space To Grow-Chgo Dept. Of Water,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,188815 Space To Grow-Chgo Dept. Of Water,"$1,996",
275,18-0725-EX1,Transfer from Wendell Smith Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-23641-OHI4 To Award# 2018-488-00-03 ; Change Reason : NA,23641 Wendell Smith Elementary School,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$1,998",
276,18-0725-EX1,Transfer from Family & Community Engagement Office to Family & Community Engagement Office,Back-to-school services,14060 Family & Community Engagement Office,115 General Education Fund,53405 Commodities - Supplies,221229 Back To School Campaign,000000 Default Value,14060 Family & Community Engagement Office,115 General Education Fund,54125 Services - Professional/Administrative,221229 Back To School Campaign,000000 Default Value,"$1,999",
277,18-0725-EX1,Transfer from Network 1 to Network 1,To cover the rest of the Second Step purchase,02411 Network 1,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000025 Osse Attendance Project,02411 Network 1,115 General Education Fund,53305 Instructional Materials (Non-Digital),212013 Counseling & Guidance Services,000025 Osse Attendance Project,"$2,000",
278,18-0725-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer of funds per P. Bennett,11551 Instructional Supports,115 General Education Fund,52100 Career Service Salaries - Regular,419001 Payroll Salvage,000000 Default Value,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150001 Academic Decathlon - Hs,000000 Default Value,"$2,000",
279,18-0725-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Travel for conference - Department request,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,11371 Student Support and Engagement,115 General Education Fund,54205 Travel Expense,211210 Attendance Services,000000 Default Value,"$2,000",
280,18-0725-EX1,Transfer from Instructional Supports to Safety and Security - City Wide,Transfer to cover cost of Red Jacket Security for AC Programs SY2017-18,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150010 Science Fair,000000 Default Value,10615 Safety and Security - City Wide,115 General Education Fund,57940 Miscellaneous Charges,254605 School Safety Services,000000 Default Value,"$2,000",
281,18-0725-EX1,Transfer from Arthur E Canty Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-22541-BAS To Award# 2018-488-00-06 ; Change Reason : NA,22541 Arthur E Canty Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,000",
282,18-0725-EX1,Transfer from Chief Education Office to Chief Education Office,Transfer of funds for refreshments.,10816 Chief Education Office,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,10816 Chief Education Office,115 General Education Fund,53205 Commodities - Supplied Food,232102 Executive Administration,000000 Default Value,"$2,000",
283,18-0725-EX1,Transfer from Citywide Student Support and Engagement to Carroll-Rosenwald Specialty Elementary School,To cover budget negative,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,297920 Other Government Funded - Support Services,442164 21st Century Community Learning Centers Fy18,22571 Carroll-Rosenwald Specialty Elementary School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,442164 21st Century Community Learning Centers Fy18,"$2,000",
284,18-0725-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Transfer for travel reimbursement,14050 Office of Student Health & Wellness,115 General Education Fund,54520 Services - Printing,213011 Health Services,000000 Default Value,14050 Office of Student Health & Wellness,115 General Education Fund,54215 Car Fare,213011 Health Services,000000 Default Value,"$2,000",
285,18-0725-EX1,Transfer from Family & Community Engagement Office to Family & Community Engagement Office,Parent involvement services.,14060 Family & Community Engagement Office,115 General Education Fund,54205 Travel Expense,300008 Community/Parent Involvement,000000 Default Value,14060 Family & Community Engagement Office,115 General Education Fund,54125 Services - Professional/Administrative,300008 Community/Parent Involvement,000000 Default Value,"$2,000",
286,18-0725-EX1,Transfer from Network 8 to Information & Technology Services,Transfer for Attendance Project,02481 Network 8,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000025 Osse Attendance Project,12510 Information & Technology Services,115 General Education Fund,54125 Services - Professional/Administrative,009492 Data Warehouse,000025 Osse Attendance Project,"$2,029",
287,18-0725-EX1,Transfer from Capital/Operations - City Wide to Daniel R Cameron Elementary School,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-22531-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,22531 Daniel R Cameron Elementary School,486 CIT Bond Fund,56302 Capitalized Equipment,253508 Renovations,000000 Default Value,"$2,053",
288,18-0725-EX1,Transfer from Roswell B Mason Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-24381-ACD To Award# 2017-485-00-05 ; Change Reason : NA,24381 Roswell B Mason Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$2,056",
289,18-0725-EX1,Transfer from James Madison Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-24301-ACD To Award# 2017-485-00-05 ; Change Reason : NA,24301 James Madison Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$2,056",
290,18-0725-EX1,Transfer from DuSable Multiplex to Capital/Operations - City Wide,Funds Transfer From Project# 2017-46541-ACD To Award# 2017-485-00-05 ; Change Reason : NA,46541 DuSable Multiplex,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$2,056",
291,18-0725-EX1,Transfer from EPIC Academy Charter High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-63081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,63081 EPIC Academy Charter High School,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$2,070",
292,18-0725-EX1,Transfer from Citywide Student Support and Engagement to Carroll-Rosenwald Specialty Elementary School,To cover budget negative,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,442164 21st Century Community Learning Centers Fy18,22571 Carroll-Rosenwald Specialty Elementary School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,442164 21st Century Community Learning Centers Fy18,"$2,071",
293,18-0725-EX1,"Transfer from John F Kennedy High School to Magnet, Gifted and IB Programs",Sweep of IB funds per department head request.,46201 John F Kennedy High School,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221001 School Instructional Support Services,008005 International Baccalaureate Program,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57915 Miscellaneous - Contingent Projects,119035 000000,,"$2,080","Other Instruction Purposes - Miscellaneous
Default Value"
294,18-0725-EX1,Transfer from Capital/Operations - City Wide to Horace Mann Elementary School,Funds Transfer From Award# 2018-488-00-06 To Project# 2018-24331-ORR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,24331 Horace Mann Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,095",
295,18-0725-EX1,Transfer from Family & Community Engagement Office to Family & Community Engagement Office,Services for back-to-school bashes.,14060 Family & Community Engagement Office,115 General Education Fund,54205 Travel Expense,230010 Administrative Support,000000 Default Value,14060 Family & Community Engagement Office,115 General Education Fund,54125 Services - Professional/Administrative,300008 Community/Parent Involvement,000000 Default Value,"$2,100",
296,18-0725-EX1,Transfer from Capital/Operations - City Wide to Matthew Gallistel Elementary Language Academy,Funds Transfer From Award# 2017-427-00-22 To Project# 2018-29091-OHI-2 ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,29091 Matthew Gallistel Elementary Language Academy,427 CIP Series 2016B,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$2,126",
297,18-0725-EX1,Transfer from Family & Community Engagement Office to Family & Community Engagement Office,"Funds will be used to purchase the first wave of supplies to stuff bags for Parent university summer events and Back to School
Bashes.",14060 Family & Community Engagement Office,115 General Education Fund,55005 Property - Equipment,321850 Community Relations,000000 Default Value,14060 Family & Community Engagement Office,115 General Education Fund,53405 Commodities - Supplies,221229 Back To School Campaign,000000 Default Value,"$2,131",
298,18-0725-EX1,Transfer from Capital/Operations - City Wide to Peter Cooper Elementary Dual Language Academy,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-22831-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,22831 Peter Cooper Elementary Dual Language Academy,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$2,131",
299,18-0725-EX1,Transfer from Peter Cooper Elementary Dual Language Academy to Capital/Operations - City Wide,Funds Transfer From Project# 2018-22831-ROF To Award# 2018-488-00-10 ; Change Reason : NA,22831 Peter Cooper Elementary Dual Language Academy,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$2,131",
300,18-0725-EX1,"Transfer from Hyde Park Academy High School to Magnet, Gifted and IB Programs",Sweep of IB funds per department head request.,46171 Hyde Park Academy High School,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221234 Professional Develop/Curriculum Develp,008005 International Baccalaureate Program,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57915 Miscellaneous - Contingent Projects,119035 000000,,"$2,164","Other Instruction Purposes - Miscellaneous
Default Value"
301,18-0725-EX1,Transfer from Early College and Career - City Wide to Early College and Career - City Wide,CTE Chicago Builds Program HVAC Supplies,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474565 Special Student Needs-C. Perkins Fy18,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,"140630 Heating, Air Conditioning, & Refrigeration Mechanic",474565 Special Student Needs-C. Perkins Fy18,"$2,166",
302,18-0725-EX1,Transfer from Office of Catholic Schools to Academy of St. Benedict the African ¿ Laflin,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I Programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69257 Academy of St. Benedict the African ¿ Laflin,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,"$2,172",
