Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
124,19-0522-EX1,Transfer from Capital/Operations - City Wide to George Washington High School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-46331-ORR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,46331 George Washington High School,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$1,700","28
"
125,19-0522-EX1,Transfer from Capital/Operations - City Wide to Hawthorne Elementary Scholastic Academy,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-29131-OFR-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,29131 Hawthorne Elementary Scholastic Academy,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,700",
126,19-0522-EX1,Transfer from Student Support and Engagement to Marcus Moziah Garvey Elementary School,Garvey K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,24951 Marcus Moziah Garvey Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$1,712",
127,19-0522-EX1,Transfer from Student Support and Engagement to Woodlawn Community Elementary School,Woodlawn K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23631 Woodlawn Community Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$1,712",
128,19-0522-EX1,Transfer from Student Support and Engagement to Bronzeville Classical ES,Bronzeville Classical K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,26181 Bronzeville Classical ES,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$1,712",
129,19-0522-EX1,Transfer from Student Support and Engagement to Frazier Prospective IB Magnet ES,Frazier International K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,29411 Frazier Prospective IB Magnet ES,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$1,712","29
"
130,19-0522-EX1,Transfer from Student Support and Engagement to Paul Revere Elementary School,Revere K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25121 Paul Revere Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$1,712",
131,19-0522-EX1,Transfer from Henry D Lloyd Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-24221-ACD To Award# 2017-486-00-11 ; Change Reason : NA,24221 Henry D Lloyd Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$1,741",
132,19-0522-EX1,Transfer from Capital/Operations - City Wide to George Rogers Clark Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-22191-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,22191 George Rogers Clark Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,753",
133,19-0522-EX1,Transfer from Office of Catholic Schools to Augustus Tolton Catholic Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390014 Nonpublic Sup Counseling Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69080 Augustus Tolton Catholic Academy,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,775",
134,19-0522-EX1,Transfer from Office of Catholic Schools to Sacred Heart School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390014 Nonpublic Sup Counseling Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69270 Sacred Heart School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,780",
135,19-0522-EX1,Transfer from Capital/Operations - City Wide to Robert Lindblom Math & Science Academy HS,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-46511-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,46511 Robert Lindblom Math & Science Academy HS,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,788",
136,19-0522-EX1,Transfer from New School Development - City Wide to Network 16,Funds for new school event,13615 New School Development - City Wide,115 General Education Fund,55005 Property - Equipment,009546 School Transitions,005058 New And Expansion School Funding,02661 Network 16,115 General Education Fund,55005 Property - Equipment,009546 School Transitions,005058 New And Expansion School Funding,"$1,800",
137,19-0522-EX1,Transfer from Network 16 to Network 16,Funds for new school event,02661 Network 16,115 General Education Fund,55005 Property - Equipment,009546 School Transitions,005058 New And Expansion School Funding,02661 Network 16,115 General Education Fund,53405 Commodities - Supplies,009546 School Transitions,005058 New And Expansion School Funding,"$1,800",
138,19-0522-EX1,Transfer from Department of JROTC to Phoenix Military Academy High School,Transfer needed for cadet meals to National Archery competition in Louisville.,05261 Department of JROTC,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000000 Default Value,55011 Phoenix Military Academy High School,115 General Education Fund,54205 Travel Expense,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,800",
139,19-0522-EX1,Transfer from Office of Catholic Schools to St. Monica School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic",69206 St. Monica School,358 Title IV,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","$1,802","31
"
140,19-0522-EX1,Transfer from Capital/Operations - City Wide to Cyrus H McCormick Elementary School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-24431-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,24431 Cyrus H McCormick Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,803",
141,19-0522-EX1,Transfer from Capital/Operations - City Wide to Eugene Field Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-23211-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23211 Eugene Field Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,820",
142,19-0522-EX1,Transfer from Charles R Darwin Elementary School to Information & Technology Services,"RITM0185852-budget transfer requestSCTASK0187364 RITM0180283 We would like to add two lines to the main office to
accommodate our faxing machine and a color printer for administrative purposes. Our faxing machine would require a rj-11
connection, and the printer a data rj-45 connection",22881 Charles R Darwin Elementary School,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000575 Student Based Budgeting,12510 Information & Technology Services,115 General Education Fund,54405 Services - Telephone & Telegraph,254501 Telecom (Non E-Rate),000000 Default Value,"$1,823",
143,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Ida Crown Jewish Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69361 Ida Crown Jewish Academy,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,300013 Non-Public Professional Development,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$1,870",
144,19-0522-EX1,Transfer from Capital/Operations - City Wide to Emil G Hirsch Metropolitan High School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-47031-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,47031 Emil G Hirsch Metropolitan High School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,883",
145,19-0522-EX1,Transfer from Acero Charter Schools - Esmeralda Santiago to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,66601 Acero Charter Schools - Esmeralda Santiago,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$1,883",
146,19-0522-EX1,Transfer from Capital/Operations - City Wide to Harriet Beecher Stowe Elementary School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-25521-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,25521 Harriet Beecher Stowe Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,895",
147,19-0522-EX1,Transfer from Capital/Operations - City Wide to Joseph Warren Elementary School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-25761-DOR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,25761 Joseph Warren Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$1,900",
148,19-0522-EX1,Transfer from Department of JROTC to Roberto Clemente Community Academy High School,Transfer needed for travel expense and cadet meals to National Archery competition.,05261 Department of JROTC,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000000 Default Value,51091 Roberto Clemente Community Academy High School,115 General Education Fund,54205 Travel Expense,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,900","33
"
149,19-0522-EX1,Transfer from Capital/Operations - City Wide to William C Reavis Math & Science Specialty ES,Funds Transfer From Award# 2019-488-00-01 To Project# 2019-25091-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,25091 William C Reavis Math & Science Specialty ES,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,900",
150,19-0522-EX1,Transfer from Capital/Operations - City Wide to Amelia Earhart Options for Knowledge ES,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-26441-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,26441 Amelia Earhart Options for Knowledge ES,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,903",
151,19-0522-EX1,Transfer from Capital/Operations - City Wide to Skinner North,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-22591-ORR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,22591 Skinner North,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,920",
152,19-0522-EX1,Transfer from Capital/Operations - City Wide to Spencer Technology Academy,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-25441-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,25441 Spencer Technology Academy,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,920",
153,19-0522-EX1,Transfer from Office of Catholic Schools to Maternity Bvm School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390014 Nonpublic Sup Counseling Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69197 Maternity Bvm School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,930",
154,19-0522-EX1,Transfer from Capital/Operations - City Wide to Dodge Renaissance Academy,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-22981-ORR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,22981 Dodge Renaissance Academy,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,950",
155,19-0522-EX1,Transfer from John Whistler Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-25831-ACD To Award# 2017-486-00-11 ; Change Reason : NA,25831 John Whistler Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$1,964",
156,19-0522-EX1,Transfer from John Harvard Elementary School of Excellence to Education General - City Wide,Fund sweep for PN 559832,23581 John Harvard Elementary School of Excellence,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$1,970",
157,19-0522-EX1,Transfer from Early College and Career - City Wide to Chicago Vocational Career Academy High School,Transfer funds for food supplies for Culinary Program.- per Lisa Washington,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53011 Chicago Vocational Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140505 Culinary Arts,474566 Special Student Needs-C. Perkins Fy19,"$2,000",
158,19-0522-EX1,Transfer from Law Office to Law Office,Regular Teacher Extended Day. Law Office.,10210 Law Office,115 General Education Fund,54125 Services - Professional/Administrative,231006 Employee Engagement,000000 Default Value,10210 Law Office,115 General Education Fund,52130 Career Service Salaries - Extended Day,119009 Teacher Substitutes/Overtime,000000 Default Value,"$2,000","35
"
159,19-0522-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Zeroing out budget line to consolidate funds to push out to schools for YRBS Program.,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",54205 Travel Expense,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,"$2,000",
160,19-0522-EX1,Transfer from Early College and Career - City Wide to William Rainey Harper High School,For the purchase of CTE Culinary Arts supplies for Harper HS- per Letitia McGee,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46151 William Rainey Harper High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140505 Culinary Arts,474566 Special Student Needs-C. Perkins Fy19,"$2,000",
161,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54305 Tuition,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,000",
162,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,000","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
163,19-0522-EX1,Transfer from Noble - Pritzker College Prep to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,66142 Noble - Pritzker College Prep,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$2,000",
164,19-0522-EX1,Transfer from Talent Office to Talent Office,Please transfer the following funds into the travel line for IES team staff who travel to and from schools for coaching/observation.,11010 Talent Office,115 General Education Fund,54125 Services - Professional/Administrative,262005 Educator Effectiveness,000000 Default Value,11010 Talent Office,115 General Education Fund,54205 Travel Expense,262005 Educator Effectiveness,000000 Default Value,"$2,000",
165,19-0522-EX1,Transfer from Inspector General to Inspector General,Realignment of funds to cover necessary expenditures; office supplies.,10320 Inspector General,115 General Education Fund,54125 Services - Professional/Administrative,252801 Investigations - Admin,000000 Default Value,10320 Inspector General,115 General Education Fund,53405 Commodities - Supplies,252801 Investigations - Admin,000000 Default Value,"$2,000",
166,19-0522-EX1,Transfer from Network 12 to Network 12,Supplies,02521 Network 12,115 General Education Fund,54125 Services - Professional/Administrative,221080 Aio - Improvement Of Instruction,000000 Default Value,02521 Network 12,115 General Education Fund,53405 Commodities - Supplies,221080 Aio - Improvement Of Instruction,000000 Default Value,"$2,000",
167,19-0522-EX1,Transfer from Instituto Health Sciences Career Academy to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,63131 Instituto Health Sciences Career Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$2,006",
168,19-0522-EX1,Transfer from Early College and Career - City Wide to Chicago Vocational Career Academy High School,Funds will be used to purchase certification exams for Medical Assisting CTE students for the Medical Assisting program at CVCA,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 474566,,53011 Chicago Vocational Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",141701 Cte - Medical Assistant,474566 Special Student Needs-C. Perkins Fy19,"$2,040","Other Instruction Purposes - Miscellaneous
Special Student Needs-C. Perkins Fy19"
169,19-0522-EX1,Transfer from Capital/Operations - City Wide to Irma C Ruiz Elementary School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-24931-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,24931 Irma C Ruiz Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,080",
170,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Noble - Rowe-Clark Math and Science Academy,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66144 Noble - Rowe-Clark Math and Science Academy,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$2,080",
171,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Instituto - Justice Lozano,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66921 Instituto - Justice Lozano,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$2,080",
172,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Ombudsman Chicago- Northwest,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,65013 Ombudsman Chicago- Northwest,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$2,080",
173,19-0522-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Funds for lunch and dinner for Science Olympiad state competition students.- per Megan Monagan,11371 Student Support and Engagement,115 General Education Fund,54210 Pupil Transportation,320020 Other After Schools Programs,000000 Default Value,11371 Student Support and Engagement,115 General Education Fund,53215 Commodities - Purchased Food,320020 Other After Schools Programs,000000 Default Value,"$2,109",
174,19-0522-EX1,Transfer from Capital/Operations - City Wide to Ronald Brown Elementary Community Academy,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-24631-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,24631 Ronald Brown Elementary Community Academy,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$2,125",
175,19-0522-EX1,Transfer from Capital/Operations - City Wide to Amelia Earhart Options for Knowledge ES,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-26441-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,26441 Amelia Earhart Options for Knowledge ES,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$2,150",
176,19-0522-EX1,Transfer from Capital/Operations - City Wide to Fernwood Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-23201-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23201 Fernwood Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$2,225","39
"
177,19-0522-EX1,Transfer from Capital/Operations - City Wide to Ralph H Metcalfe Elementary Community Academy,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-31061-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,31061 Ralph H Metcalfe Elementary Community Academy,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$2,225",
178,19-0522-EX1,Transfer from Noble - ITW David Speer Academy to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,66149 Noble - ITW David Speer Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$2,237",
179,19-0522-EX1,Transfer from Student Support and Engagement to Ambrose Plamondon Elementary School,Plamondon K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,24981 Ambrose Plamondon Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
180,19-0522-EX1,Transfer from Student Support and Engagement to Edgar Allan Poe Elementary Classical School,Poe K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,29261 Edgar Allan Poe Elementary Classical School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
181,19-0522-EX1,Transfer from Student Support and Engagement to William C Reavis Math & Science Specialty ES,Reavis K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25091 William C Reavis Math & Science Specialty ES,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249","40
"
182,19-0522-EX1,Transfer from Student Support and Engagement to Dunne Technology Academy,Dunne K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25491 Dunne Technology Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
183,19-0522-EX1,Transfer from Student Support and Engagement to Joshua D Kershaw Elementary School,Kershaw K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23991 Joshua D Kershaw Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
184,19-0522-EX1,Transfer from Student Support and Engagement to Turner-Drew Elementary Language Academy,Turner-Drew K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,29041 Turner-Drew Elementary Language Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
185,19-0522-EX1,Transfer from Student Support and Engagement to Dunne Technology Academy,Dunne K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,25491 Dunne Technology Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
186,19-0522-EX1,Transfer from Student Support and Engagement to Kate S Kellogg Elementary School,Kellogg K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,23971 Kate S Kellogg Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249","41
"
