Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
181,19-1211-EX1,Transfer from Department of JROTC to William Howard Taft High School,Transfer needed to purchase a unit shirt for 199 cadets.,05261 Department of JROTC,115 General Education Fund,57915 Miscellaneous - Contingent Projects,113119 Rotc - Hs,000000 Default Value,46311 William Howard Taft High School,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$2,587",
182,19-1211-EX1,Transfer from Language & Cultural Education - City Wide to Instituto - Justice Lozano,One-time Budget Transfer Charter Payments,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490945 Title Iii - Language Acquisition,66921 Instituto - Justice Lozano,356 ELL & Bilingual Programs,57940 Miscellaneous Charges,119035 Other Instruction Purposes - Miscellaneous,490945 Title Iii - Language Acquisition,"$2,600",
183,19-1211-EX1,Transfer from Capital/Operations - City Wide to Manley Career Academy High School,Funds Transfer From Award# 2020-488-00-04 To Project# 2020-53111-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,53111 Manley Career Academy High School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,600",
184,19-1211-EX1,Transfer from Robert Lindblom Math & Science Academy HS to Education General - City Wide,EXPIRED Grant - Transfer funding to contingency.,46511 Robert Lindblom Math & Science Academy HS,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,548024 Track 2 Cs10k: Accelerate Ecs4all Fy19,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,626",
185,19-1211-EX1,Transfer from Edmond Burke Elementary School to Education General - City Wide,EXPIRED Grant - Transfer funding to contingency.,22411 Edmond Burke Elementary School,367 Title I - Comprehensive School Reform,51300 Regular Position Pointer,290001 General Salary S Bkt,424064 Sig - Burke (Cohort 5) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,639",
186,19-1211-EX1,Transfer from Student Support and Engagement to Joseph Kellman Corporate Community ES,Kellman K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,23251 Joseph Kellman Corporate Community ES,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,100106 Out-Of-School-Time Iga Fy19,"$2,641",
187,19-1211-EX1,Transfer from Student Support and Engagement to Mildred I Lavizzo Elementary School,Lavizzo K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,25671 Mildred I Lavizzo Elementary School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,100106 Out-Of-School-Time Iga Fy19,"$2,641",
188,19-1211-EX1,Transfer from Student Support and Engagement to George Leland Elementary School,Leland K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,26391 George Leland Elementary School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,100106 Out-Of-School-Time Iga Fy19,"$2,641",
189,19-1211-EX1,Transfer from Student Support and Engagement to Ronald Brown Elementary Community Academy,Brown R K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,000000 Default Value,24631 Ronald Brown Elementary Community Academy,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$2,641",
190,19-1211-EX1,Transfer from Capital/Operations - City Wide to Franklin Elementary Fine Arts Center,Funds Transfer From Award# 2020-488-00-05 To Project# 2020-29081-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,29081 Franklin Elementary Fine Arts Center,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,650",
191,19-1211-EX1,Transfer from Ella Flagg Young Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2020-25921-OPI To Award# 2020-488-00-05 ; Change Reason : NA,25921 Ella Flagg Young Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,"$2,680",
192,19-1211-EX1,Transfer from Capital/Operations - City Wide to Dodge-Garfield Park,Funds Transfer From Award# 2020-488-00-04 To Project# 2020-11951-ORR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,11951 Dodge-Garfield Park,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,700",
193,19-1211-EX1,Transfer from Language & Cultural Education - City Wide to Ombudsman Chicago- West,One-time Budget Transfer Charter Payments,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490945 Title Iii - Language Acquisition,65015 Ombudsman Chicago- West,356 ELL & Bilingual Programs,57940 Miscellaneous Charges,119035 Other Instruction Purposes - Miscellaneous,490945 Title Iii - Language Acquisition,"$2,704",
194,19-1211-EX1,Transfer from Capital/Operations - City Wide to Kelvyn Park High School,Funds Transfer From Award# 2020-488-00-05 To Project# 2020-46191-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,46191 Kelvyn Park High School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,710",
195,19-1211-EX1,Transfer from Capital/Operations - City Wide to Paul Revere Elementary School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-25121-OHI-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,25121 Paul Revere Elementary School,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$2,715",
196,19-1211-EX1,Transfer from Capital/Operations - City Wide to Walter Henri Dyett High School for the Arts,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-46681-OHI-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,46681 Walter Henri Dyett High School for the Arts,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$2,720",
197,19-1211-EX1,Transfer from School Safety and Security Office to School Safety and Security Office,Additional supplies for photo IDs (quoted at $2967.50) per LLopez Request,10610 School Safety and Security Office,210 Workers' & Unemployment Compensation/Tort,54125 Services - Professional/Administrative,254605 School Safety Services,000000 Default Value,10610 School Safety and Security Office,210 Workers' & Unemployment Compensation/Tort,53405 Commodities - Supplies,254605 School Safety Services,000000 Default Value,"$2,735",
198,19-1211-EX1,Transfer from School Safety and Security Office to School Safety and Security Office,photo IDs quoted at 2967.50 per LLopez' request,10610 School Safety and Security Office,210 Workers' & Unemployment Compensation/Tort,54125 Services - Professional/Administrative,254605 School Safety Services,000000 Default Value,10610 School Safety and Security Office,210 Workers' & Unemployment Compensation/Tort,53405 Commodities - Supplies,254605 School Safety Services,000000 Default Value,"$2,735",
199,19-1211-EX1,Transfer from School Safety and Security Office to School Safety and Security Office,Additional $2735 send in error by NArteaga,10610 School Safety and Security Office,210 Workers' & Unemployment Compensation/Tort,53405 Commodities - Supplies,254605 School Safety Services,000000 Default Value,10610 School Safety and Security Office,210 Workers' & Unemployment Compensation/Tort,54125 Services - Professional/Administrative,254605 School Safety Services,000000 Default Value,"$2,735",
200,19-1211-EX1,Transfer from Capital/Operations - City Wide to Harriet Beecher Stowe Elementary School,Funds Transfer From Award# 2020-488-00-04 To Project# 2020-25521-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,25521 Harriet Beecher Stowe Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,748",
201,19-1211-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,12625 Grant Funded Programs Office - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),"440047 Title Iv, Part A - Nonpublic",69510 Office of Catholic Schools,358 Title IV,53307 Commodities: Software Licenses (Instructional),228958 Federal - Nonpublic Inst (Catholic),"440047 Title Iv, Part A - Nonpublic","$2,750",
202,19-1211-EX1,Transfer from Capital/Operations - City Wide to South Shore Intl College Prep High School,Funds Transfer From Award# 2020-488-00-03 To Project# 2020-46631-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,46631 South Shore Intl College Prep High School,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$2,750",
203,19-1211-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494071 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54130 Services - Non Professional,228958 Federal - Nonpublic Inst (Catholic),494071 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,800",
204,19-1211-EX1,Transfer from Capital/Operations - City Wide to John Spry Elementary Community School,Funds Transfer From Award# 2020-488-00-03 To Project# 2020-25451-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,25451 John Spry Elementary Community School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,825",
205,19-1211-EX1,Transfer from Student Support and Engagement to Lillian R. Nicholson STEM Academy,Nicholson K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,22181 Lillian R. Nicholson STEM Academy,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,100106 Out-Of-School-Time Iga Fy19,"$2,836",
206,19-1211-EX1,Transfer from Capital/Operations - City Wide to Skinner North,Funds Transfer From Award# 2020-488-00-05 To Project# 2020-22591-ORR-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,22591 Skinner North,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,850",
207,19-1211-EX1,Transfer from YCCS- McKinley Lakeside Leadership HS to Education General - City Wide,EXPIRED Grant - Transfer funding to contingency.,66107 YCCS- McKinley Lakeside Leadership HS,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,212017 Other Govt Fnded Prjts-Guidnce,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,850",
208,19-1211-EX1,Transfer from Capital/Operations - City Wide to Neal F Simeon Career Academy High School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-53061-OHI-5 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,53061 Neal F Simeon Career Academy High School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,850",
209,19-1211-EX1,Transfer from Capital/Operations - City Wide to John J Audubon Elementary School,Funds Transfer From Award# 2020-488-00-05 To Project# 2020-22091-OCV ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,22091 John J Audubon Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,888",
210,19-1211-EX1,Transfer from Capital/Operations - City Wide to George Armstrong International Studies ES,Funds Transfer From Award# 2020-488-00-04 To Project# 2020-22081-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,22081 George Armstrong International Studies ES,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,894",
211,19-1211-EX1,Transfer from Capital/Operations - City Wide to George Washington High School,Funds Transfer From Award# 2020-488-00-03 To Project# 2020-46331-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,46331 George Washington High School,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$2,900",
212,19-1211-EX1,Transfer from Nutrition Support Services - City Wide to Nutrition Support Services - City Wide,Equipment related expenses.,12050 Nutrition Support Services - City Wide,312 Lunchroom Fund,57940 Miscellaneous Charges,266203 Technical Support,000000 Default Value,12050 Nutrition Support Services - City Wide,312 Lunchroom Fund,55005 Property - Equipment,266203 Technical Support,000000 Default Value,"$2,906",
213,19-1211-EX1,Transfer from Computer Science to Education General - City Wide,EXPIRED Grant - Transfer funding to contingency.,11405 Computer Science,"324 Miscellaneous Federal, State & Local Grants",54205 Travel Expense,221234 Professional Develop/Curriculum Develp,548024 Track 2 Cs10k: Accelerate Ecs4all Fy19,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,920",
214,19-1211-EX1,Transfer from Capital/Operations - City Wide to Charles H Wacker Elementary School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-26621-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,26621 Charles H Wacker Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,930",
215,19-1211-EX1,Transfer from Capital/Operations - City Wide to Louisa May Alcott College Preparatory ES,Funds Transfer From Award# 2020-488-00-05 To Project# 2020-22041-OGC-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,22041 Louisa May Alcott College Preparatory ES,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,950",
216,19-1211-EX1,Transfer from Capital/Operations - City Wide to Park Manor Elementary School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-24841-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,24841 Park Manor Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,965",
217,19-1211-EX1,Transfer from Capital/Operations - City Wide to Park Manor Elementary School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-24841-OBI-2 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,24841 Park Manor Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,965",
218,19-1211-EX1,Transfer from Capital/Operations - City Wide to George Leland Elementary School,Funds Transfer From Award# 2020-488-00-05 To Project# 2020-26391-ODR-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,26391 George Leland Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,980",
219,19-1211-EX1,Transfer from Capital/Operations - City Wide to Henry R Clissold Elementary School,Funds Transfer From Award# 2020-488-00-03 To Project# 2020-22761-ORR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,22761 Henry R Clissold Elementary School,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$2,990",
220,19-1211-EX1,Transfer from Capital/Operations - City Wide to Michael Faraday Elementary School,Funds Transfer From Award# 2020-488-00-04 To Project# 2020-24371-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,24371 Michael Faraday Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,995",
221,19-1211-EX1,Transfer from Counseling and Postsecondary Advising to Counseling and Postsecondary Advising,"fees for registration, professional developments, seminars, etc.",10850 Counseling and Postsecondary Advising,115 General Education Fund,53405 Commodities - Supplies,212013 000000,,10850 Counseling and Postsecondary Advising,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",212013 Counseling & Guidance Services,000000 Default Value,"$3,000","Counseling & Guidance Services
Default Value"
222,19-1211-EX1,Transfer from Capital/Operations - City Wide to Arthur R Ashe Elementary School,Funds Transfer From Award# 2019-488-00-03 To Project# 2018-26191-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,26191 Arthur R Ashe Elementary School,488 Series 2017H,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,"$3,000",
223,19-1211-EX1,Transfer from Capital/Operations - City Wide to Ninos Heroes Elementary Academic Center,Funds Transfer From Award# 2019-488-00-03 To Project# 2018-31101-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,31101 Ninos Heroes Elementary Academic Center,488 Series 2017H,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,"$3,000",
224,19-1211-EX1,Transfer from Arthur R Ashe Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-26191-NCP To Award# 2019-488-00-03 ; Change Reason : NA,26191 Arthur R Ashe Elementary School,488 Series 2017H,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$3,000",
225,19-1211-EX1,Transfer from Capital/Operations - City Wide to Arthur R Ashe Elementary School,Funds Transfer From Award# 2019-488-00-03 To Project# 2018-26191-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,253513 Playlots,000000 Default Value,26191 Arthur R Ashe Elementary School,488 Series 2017H,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,"$3,000",
226,19-1211-EX1,Transfer from Capital/Operations - City Wide to Fernwood Elementary School,Funds Transfer From Award# 2020-488-00-06 To Project# 2020-23201-STK ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,253536 Emergency Capital Repairs,000000 Default Value,23201 Fernwood Elementary School,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$3,000",
227,19-1211-EX1,Transfer from Acero Charter Schools - Brighton Park to Education General - City Wide,EXPIRED Grant - Transfer funding to contingency.,66602 Acero Charter Schools - Brighton Park,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,433140 Il-Empower (Cohort 19 - Grant 10) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$3,000",
228,19-1211-EX1,Transfer from Network 9 to Network 9,transferring funds for conference travel,02491 Network 9,115 General Education Fund,54125 Services - Professional/Administrative,221080 Aio - Improvement Of Instruction,000000 Default Value,02491 Network 9,115 General Education Fund,54205 Travel Expense,221080 Aio - Improvement Of Instruction,000000 Default Value,"$3,000",
229,19-1211-EX1,"Transfer from Magnet, Gifted and IB Programs to James B McPherson Elementary School",Transfer of funds for upcoming professional development.,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,57940 Miscellaneous Charges,230010 Administrative Support,000000 Default Value,24471 James B McPherson Elementary School,115 General Education Fund,57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,008004 International Gifted Programs,"$3,000",
230,19-1211-EX1,Transfer from Arts to Arts,Transfer to allocate Year 2 funds per Approved Grant Budget from Misc. Contingent Projects line.,10890 Arts,336 NCLB Title V Fund,57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,500026 Project Cultivate Fy20,10890 Arts,336 NCLB Title V Fund,54205 Travel Expense,221011 Improvement Of Instruction,500026 Project Cultivate Fy20,"$3,000",
231,19-1211-EX1,Transfer from Principal Quality to John H Hamline Elementary School,innovation funds disbursement,02541 Principal Quality,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,113090 Grants-Citywide Misc Fndtns,070901 Executive Principals Program,23511 John H Hamline Elementary School,124 School Special Income Fund,54205 Travel Expense,221234 Professional Develop/Curriculum Develp,070901 Executive Principals Program,"$3,000",
232,19-1211-EX1,Transfer from Grant Funded Programs Office - City Wide to Associated Talmud Torah Of,Chicago,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494071 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69530 Associated Talmud Torah Of Chicago,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228953 Federal - Nonpublic Inst (Jewish),494072 Title Iia - Other Private Supplementary Servc.,"$3,000",Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs
233,19-1211-EX1,Transfer from Arts to Arts,Transfer of funds to increase bucket amount for bucket 467910.,10890 Arts,115 General Education Fund,54210 Pupil Transportation,320020 Other After Schools Programs,000000 Default Value,10890 Arts,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$3,000",
234,19-1211-EX1,Transfer from Network Support to Network Support,Funds needed to purchase supplies,11110 Network Support,115 General Education Fund,54125 Services - Professional/Administrative,221080 Aio - Improvement Of Instruction,000000 Default Value,11110 Network Support,115 General Education Fund,53405 Commodities - Supplies,221080 Aio - Improvement Of Instruction,000000 Default Value,"$3,000",
235,19-1211-EX1,Transfer from Office of Student Protections & Title IX to Office of Student Protections & Title IX,Internal Transfer requested by DBalfour,10760 Office of Student Protections & Title IX,115 General Education Fund,54125 Services - Professional/Administrative,252801 Investigations - Admin,000312 Student Protections And Title Ix,10760 Office of Student Protections & Title IX,115 General Education Fund,53405 Commodities - Supplies,252801 Investigations - Admin,000312 Student Protections And Title Ix,"$3,000",
236,19-1211-EX1,Transfer from Capital/Operations - City Wide to Colman,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-11955-OMA ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,11955 Colman,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$3,025",
237,19-1211-EX1,Transfer from Capital/Operations - City Wide to James Madison Elementary School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-24301-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,24301 James Madison Elementary School,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$3,025",
238,19-1211-EX1,Transfer from Northside College Preparatory High School to Education General - City Wide,Sweeping Funds for Fund 124 Reimbursable Funds,46061 Northside College Preparatory High School,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$3,045",
239,19-1211-EX1,Transfer from Capital/Operations - City Wide to John F Kennedy High School,Funds Transfer From Award# 2020-488-00-10 To Project# 2020-46201-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,46201 John F Kennedy High School,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$3,045",
240,19-1211-EX1,Transfer from Capital/Operations - City Wide to Myra Bradwell Communications Arts & Sciences ES,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-22291-OHI-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,22291 Myra Bradwell Communications Arts & Sciences ES,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$3,050",
241,19-1211-EX1,Transfer from Capital/Operations - City Wide to Fort Dearborn Elementary School,Funds Transfer From Award# 2020-488-00-02 To Project# 2020-23241-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,23241 Fort Dearborn Elementary School,488 Series 2017H,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$3,051",
242,19-1211-EX1,Transfer from Grant Funded Programs Office - City Wide to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,12625 Grant Funded Programs Office - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,228958 440047,,70140 Independent Schools Of Chicago,358 Title IV,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228950 Federal - Nonpublic Inst (Independent),"440047 Title Iv, Part A - Nonpublic","$3,065","Federal - Nonpublic Inst (Catholic)
Title Iv, Part A - Nonpublic"
243,19-1211-EX1,Transfer from Carl Schurz High School to Citywide Student Support and Engagement,Aligning to approved grant budget,46281 Carl Schurz High School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,390011 Community School Initiative,000044 Ctu Sustainable Schools Initiative,"$3,096",
244,19-1211-EX1,Transfer from Network 2 to Network 2,Funds are needed to cover benefits for teacher and substitute bucket positions.,02421 Network 2,115 General Education Fund,57940 Miscellaneous Charges,221080 Aio - Improvement Of Instruction,000000 Default Value,02421 Network 2,115 General Education Fund,51330 Benefits Pointer,221080 Aio - Improvement Of Instruction,000000 Default Value,"$3,100",
