Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
828,18-1205-EX1,Transfer from Capital/Operations - City Wide to Gwendolyn Brooks College Preparatory Academy HS,Funds Transfer From Award# 2018-488-00-07 To Project# 2019-47051-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,47051 Gwendolyn Brooks College Preparatory Academy HS,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$1,798",
829,18-1205-EX1,Transfer from Early College and Career - City Wide to Sarah E. Goode STEM Academy,Workbooks for CTE Cisco program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46611 Sarah E. Goode STEM Academy,369 Title I - School Improvement Carl Perkins,53305 Instructional Materials (Non-Digital),140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,798",
830,18-1205-EX1,Transfer from Roswell B Mason Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2019-24381-OGC To Award# 2017-427-00-26 ; Change Reason : NA,24381 Roswell B Mason Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,799",
831,18-1205-EX1,Transfer from Capital/Operations - City Wide to Crown Community Academy of Fine Arts Center ES,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-31041-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,31041 Crown Community Academy of Fine Arts Center ES,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,800",
832,18-1205-EX1,Transfer from Student Support and Engagement to Network 4,"Transferred to 2441.115.51320.290001.000025. Please use program number 150002 when opening your bucket for Tier I Climate
Team Subs- Attendance Grant Award",11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02441 Network 4,115 General Education Fund,54125 Services - Professional/Administrative,211012 Social And Emotional Learning Supports,000025 Osse Attendance Project,"$1,800",
833,18-1205-EX1,Transfer from Student Support and Engagement to Network 2,(Tier 1) CARE (Child Adult Relationship Enhancement ) Training - Attendance Grant Award,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02421 Network 2,115 General Education Fund,54125 Services - Professional/Administrative,211012 Social And Emotional Learning Supports,000025 Osse Attendance Project,"$1,800",
834,18-1205-EX1,Transfer from Capital/Operations - City Wide to Nathan S Davis Elementary School,Funds Transfer From Award# 2017-436-00-10 To Project# 2017-22891-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188814 Space To Grow-Iga Water Reclamation District,22891 Nathan S Davis Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188814 Space To Grow-Iga Water Reclamation District,"$1,803",
835,18-1205-EX1,Transfer from Capital/Operations - City Wide to Nathan S Davis Elementary School,Funds Transfer From Award# 2017-436-00-11 To Project# 2017-22891-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188815 Space To Grow-Chgo Dept. Of Water,22891 Nathan S Davis Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188815 Space To Grow-Chgo Dept. Of Water,"$1,803",
836,18-1205-EX1,Transfer from Erie Elementary Charter School to Language & Cultural Education - City Wide,Transferring out remaining FY18 charter Title III funds back to department,66331 Erie Elementary Charter School,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490939 Title Iii - Language Acquisition,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,410001 Payment To Other Government Units,490942 Title Iii - Language Acquisition,"$1,814",
837,18-1205-EX1,Transfer from Benito Juarez Community Academy High School to Information & Technology Services,"RITM0076625 budget transfer request for telephone services SOW8151,SCTASK0022335,RITM0021815",46421 Benito Juarez Community Academy High School,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000575 Student Based Budgeting,12510 Information & Technology Services,115 General Education Fund,54405 Services - Telephone & Telegraph,254501 Telecom (Non E-Rate),000575 Student Based Budgeting,"$1,817",
838,18-1205-EX1,Transfer from Counseling and Postsecondary Advising to Counseling and Postsecondary Advising,Transfer to cover negatives caused by Summer Melt that was swapped into 124 Thrive funding,10850 Counseling and Postsecondary Advising,115 General Education Fund,"57205 Pensions - Employee, ESP",212013 Counseling & Guidance Services,000000 Default Value,10850 Counseling and Postsecondary Advising,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,"$1,820",
839,18-1205-EX1,Transfer from Capital/Operations - City Wide to Arthur R Ashe Elementary School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-26191-DOR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,26191 Arthur R Ashe Elementary School,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,844",
840,18-1205-EX1,Transfer from Nutrition Support Services - City Wide to Nutrition Support Services - City Wide,Northwestern Univ. Fall 2018 Tuition for Foundation of Proj Mgt. class for HR Manager,12050 Nutrition Support Services - City Wide,312 Lunchroom Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",256009 Food Service,000000 Default Value,12050 Nutrition Support Services - City Wide,312 Lunchroom Fund,54305 Tuition,256009 000000,,"$1,850","Food Service
Default Value"
841,18-1205-EX1,Transfer from Capital/Operations - City Wide to Manley Career Academy High School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-53111-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,53111 Manley Career Academy High School,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,850",
842,18-1205-EX1,Transfer from Capital/Operations - City Wide to Polaris Charter Academy,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-67081-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,67081 Polaris Charter Academy,486 CIT Bond Fund,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$1,861",
843,18-1205-EX1,Transfer from Capital/Operations - City Wide to Salmon P Chase Elementary School,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-22701-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,22701 Salmon P Chase Elementary School,486 CIT Bond Fund,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$1,861",
844,18-1205-EX1,Transfer from Network 3 to Network 15,"Transferring funds that encumbered a negative on the N3 pointer line that reduced the amount of transferable funds available when
positions 510663 and 553803 were segment changed into N15",02431 Network 3,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,02651 Network 15,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$1,890",
845,18-1205-EX1,Transfer from Galileo Math & Science Scholastic Academy ES to Capital/Operations - City Wide,Funds Transfer From Project# 2017-29141-SCI To Award# 2017-427-00-26 ; Change Reason : NA,29141 Galileo Math & Science Scholastic Academy ES,427 CIP Series 2016B,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$1,897",
846,18-1205-EX1,Transfer from Carroll-Rosenwald Specialty Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-22571-OPI To Award# 2017-427-00-24 ; Change Reason : NA,22571 Carroll-Rosenwald Specialty Elementary School,427 CIP Series 2016B,54125 Services - Professional/Administrative,009513 Fs O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009513 Fs O&M Cip,000000 Default Value,"$1,910",
847,18-1205-EX1,Transfer from Intrinsic Charter School to Language & Cultural Education - City Wide,Transferring out remaining FY18 charter Title III funds back to department,66691 Intrinsic Charter School,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490939 Title Iii - Language Acquisition,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,410001 Payment To Other Government Units,490942 Title Iii - Language Acquisition,"$1,917",
848,18-1205-EX1,Transfer from Student Support and Engagement to Network 6,Middle School Second Step Curriculum Materials - Attendance Grant Award,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02461 Network 6,115 General Education Fund,53307 Commodities: Software Licenses (Instructional),211210 Attendance Services,000025 Osse Attendance Project,"$1,920",
849,18-1205-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,929","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
850,18-1205-EX1,Transfer from Capital/Operations - City Wide to Theophilus Schmid Elementary School,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-25391-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,25391 Theophilus Schmid Elementary School,486 CIT Bond Fund,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$1,957",
851,18-1205-EX1,Transfer from Theodore Herzl Elementary School to Wendell Smith Elementary School,Correcting salvage transfer out of unit,23771 Theodore Herzl Elementary School,115 General Education Fund,51100 Teacher Salaries - Regular,419001 Payroll Salvage,000575 Student Based Budgeting,23641 Wendell Smith Elementary School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000575 Student Based Budgeting,"$1,957",
852,18-1205-EX1,Transfer from Capital/Operations - City Wide to Louis A Agassiz Elementary School,Funds Transfer From Award# 2019-488-00-01 To Project# 2018-22031-UAF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,22031 Louis A Agassiz Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,960",
853,18-1205-EX1,Transfer from Alexander Hamilton Elementary School to Education General - City Wide,Move unspent McDougal Foundation fund back to contingency line for FY18,23501 Alexander Hamilton Elementary School,124 School Special Income Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000345 Cff - Mcdougal Foundation Lesson Study 2017-2018,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$1,962",
854,18-1205-EX1,Transfer from Student Support and Engagement to Network 7,Teacher Extended Day Bucket Pointer Line - Attendance Grant Award,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02471 Network 7,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000025 Osse Attendance Project,"$1,963",
855,18-1205-EX1,Transfer from Dr Jorge Prieto Math and Science to Education General - City Wide,Move unspent McDougal Foundation fund back to contingency line for FY18,22581 Dr Jorge Prieto Math and Science,124 School Special Income Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000345 Cff - Mcdougal Foundation Lesson Study 2017-2018,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$1,967",
856,18-1205-EX1,Transfer from Dr Jorge Prieto Math and Science to Education General - City Wide,Move unspent McDougal Foundation fund back to contingency line for FY18,22581 Dr Jorge Prieto Math and Science,124 School Special Income Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000345 Cff - Mcdougal Foundation Lesson Study 2017-2018,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$1,997",
857,18-1205-EX1,Transfer from Access and Enrollment to Access and Enrollment,Transferring funds for Marketing dept GOCPS expenses.,11201 Access and Enrollment,115 General Education Fund,54125 Services - Professional/Administrative,221001 School Instructional Support Services,000000 Default Value,11201 Access and Enrollment,115 General Education Fund,54215 Car Fare,263004 Marketing,000000 Default Value,"$2,000",
858,18-1205-EX1,Transfer from Network 7 to Network 7,Transferring funds to open EA extended day bucket,02471 Network 7,115 General Education Fund,52400 Career Service Salaries - Overtime,221080 Aio - Improvement Of Instruction,000000 Default Value,02471 Network 7,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$2,000",
859,18-1205-EX1,Transfer from Grant Funded Programs Office - City Wide to University of Chicago Laboratory Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69157 University of Chicago Laboratory Schools,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$2,000",
860,18-1205-EX1,Transfer from Capital/Operations - City Wide to George F Cassell Elementary School,Funds Transfer From Award# 2019-488-00-01 To Project# 2018-22651-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,22651 George F Cassell Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$2,000",
861,18-1205-EX1,Transfer from Grant Funded Programs Office - City Wide to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,70140 Independent Schools Of Chicago,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228950 Federal - Nonpublic Inst (Independent),494068 Title Iia - Other Private Supplementary Servc.,"$2,000","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
862,18-1205-EX1,Transfer from Network 9 to Network 9,transferring funds to increase retiree bucket for prof dev purposes,02491 Network 9,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221080 Aio - Improvement Of Instruction,000000 Default Value,02491 Network 9,115 General Education Fund,51320 Bucket Position Pointer,290001 000000,,"$2,000","General Salary S Bkt
Default Value"
863,18-1205-EX1,Transfer from Instructional Supports to William B Ogden Elementary School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,24731 William B Ogden Elementary School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$2,000",
864,18-1205-EX1,Transfer from Early Childhood Development - City Wide to Office of Student Health & Wellness,Transfer funds to Health and Wellness for Early Childhood PD consultant services.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,14050 Office of Student Health & Wellness,362 Early Childhood Development,54125 Services - Professional/Administrative,221234 Professional Develop/Curriculum Develp,376669 State Preschool For All Age 3-5 Fy19,"$2,000",
865,18-1205-EX1,Transfer from Facility Operations & Maintenance to Facility Operations & Maintenance,e-Builder Elevate conference fee expenses,11860 Facility Operations & Maintenance,230 Public Building Commission O & M,54125 Services - Professional/Administrative,253522 Environment,000000 Default Value,11860 Facility Operations & Maintenance,230 Public Building Commission O & M,54205 Travel Expense,251001 Operations - Support Services,000000 Default Value,"$2,000",
866,18-1205-EX1,Transfer from Arts to Disney II Magnet School,Funds for Arts Essentials SY2018-2019,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,26921 Disney II Magnet School,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$2,000",
867,18-1205-EX1,Transfer from Arts to Camelot Safe HS,Funds for Arts Essentials SY2018-2019,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66012 Camelot Safe HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$2,000",
868,18-1205-EX1,Transfer from Arts to Acero Charter Schools - Sor Juana Ines de la Cruz,Funds for Arts Essentials SY2018-2019,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66134 Acero Charter Schools - Sor Juana Ines de la Cruz,115 General Education Fund,54320 Student Tuition - Charter Schools,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$2,000",
869,18-1205-EX1,Transfer from Arts to KIPP Ascend Charter School,Funds for Arts Essentials SY2018-2019,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66261 KIPP Ascend Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$2,000",
870,18-1205-EX1,Transfer from Arts to Catalyst - Maria Charter School,Funds for Arts Essentials SY2018-2019,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66433 Catalyst - Maria Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$2,000",
871,18-1205-EX1,Transfer from Arts to Louisa May Alcott College Preparatory ES,Funds for Arts Essentials SY2018-2019,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,22041 Louisa May Alcott College Preparatory ES,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$2,000",
872,18-1205-EX1,Transfer from Arts to Lazaro Cardenas Elementary School,Funds for Arts Essentials SY2018-2019,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,24051 Lazaro Cardenas Elementary School,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$2,000",
873,18-1205-EX1,Transfer from Early Childhood Development - City Wide to Early Childhood Development - City Wide,Transfer of funds needed for equipment.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,56105 Services - Repair Contracts,111048 Early Childhood 3-4,510225 Headstart-Child Development,11385 Early Childhood Development - City Wide,362 Early Childhood Development,55005 Property - Equipment,119027 Prek Instruction,510225 Headstart-Child Development,"$2,000",
874,18-1205-EX1,Transfer from Student Support and Engagement to Network 10,Tier 1: Attendance Teams (through MTSS or Culture and Climate) - Attendance Grant Award,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02501 Network 10,115 General Education Fund,53405 Commodities - Supplies,251470 School Climate Team,000025 Osse Attendance Project,"$2,000",
875,18-1205-EX1,Transfer from Student Support and Engagement to Network 10,Tier 2: After School Programming - Attendance Grant Award,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02501 Network 10,115 General Education Fund,53405 Commodities - Supplies,150002 Extra Curricular Activities - Clubs,000025 Osse Attendance Project,"$2,000",
876,18-1205-EX1,Transfer from Innovation and Incubation to Innovation and Incubation,Travel Costs for Mary Bradley   Great Cities School Council Conf.,13610 Innovation and Incubation,115 General Education Fund,54105 Services: Non-technical/Laborer,267983 Research & Evaluation Support Services,000000 Default Value,13610 Innovation and Incubation,115 General Education Fund,54205 Travel Expense,251006 Ons Business Services,000000 Default Value,"$2,000",
877,18-1205-EX1,Transfer from Student Support and Engagement to Network 12,Tier II/III Clinical Interventions - Attendance Grant Award,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02521 Network 12,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000025 Osse Attendance Project,"$2,000",
878,18-1205-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,000","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
879,18-1205-EX1,Transfer from Citywide Student Support and Engagement to Elizabeth H Sutherland Elementary School,CSI Direct Instruction,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442182 21st Century Community Learning Centers (Cohort
19-Grant 3) Fy19",25561 Elizabeth H Sutherland Elementary School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,253831 Bus Svc-Field Trips-Reg,"442182 21st Century Community Learning Centers (Cohort
19-Grant 3) Fy19","$2,000",
880,18-1205-EX1,Transfer from Grant Funded Programs Office - City Wide to Associated Talmud Torah Of,Chicago,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69530 Associated Talmud Torah Of Chicago,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228953 Federal - Nonpublic Inst (Jewish),494068 Title Iia - Other Private Supplementary Servc.,"$2,000",Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs
881,18-1205-EX1,Transfer from Student Support and Engagement to Network 1,(Tier 1) Climate Team Shadowing - Attendance Grant Award,11371 Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,211210 Attendance Services,000000 Default Value,02411 Network 1,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000025 Osse Attendance Project,"$2,016",
882,18-1205-EX1,Transfer from Helen Peirce International Studies ES to Education General - City Wide,Move unspent McDougal Foundation fund back to contingency line for FY18,24891 Helen Peirce International Studies ES,124 School Special Income Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000345 Cff - Mcdougal Foundation Lesson Study 2017-2018,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$2,017",
883,18-1205-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Early College and Career - City Wide,"No certified CTE Teacher in place, pulling funds back. - Department Request",47081 Friedrich W von Steuben Metropolitan Science HS,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140205 Broadcast Technology,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 474566,,"$2,050","Other Instruction Purposes - Miscellaneous
Special Student Needs-C. Perkins Fy19"
884,18-1205-EX1,Transfer from Student Support and Engagement to George Armstrong International Studies ES,Armstrong K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000000 Default Value,22081 George Armstrong International Studies ES,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$2,059",
885,18-1205-EX1,Transfer from Student Support and Engagement to John F Eberhart Elementary School,Eberhart K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000000 Default Value,23041 John F Eberhart Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$2,059",
886,18-1205-EX1,Transfer from Student Support and Engagement to Edward Beasley Elementary Magnet Academic Center,Beasley K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000000 Default Value,29321 Edward Beasley Elementary Magnet Academic Center,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$2,059",
887,18-1205-EX1,Transfer from Student Support and Engagement to Hanson Park Elementary School,Hanson Park K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000000 Default Value,24461 Hanson Park Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$2,059",
888,18-1205-EX1,Transfer from Student Support and Engagement to Walt Disney Magnet Elementary School,Disney K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000000 Default Value,29401 Walt Disney Magnet Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$2,059",
889,18-1205-EX1,Transfer from Information & Technology Services to Talent Office,Fees associated to Madhu Kundu Dinakaran's H-1B Petition,12510 Information & Technology Services,115 General Education Fund,54125 Services - Professional/Administrative,266410 Cps @ Work Initiative,000000 Default Value,11010 Talent Office,115 General Education Fund,54125 Services - Professional/Administrative,232102 Executive Administration,000000 Default Value,"$2,065",
890,18-1205-EX1,Transfer from Capital/Operations - City Wide to Ninos Heroes Elementary Academic Center,Funds Transfer From Award# 2019-437-00-01 To Project# 2018-31101-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009426 All Other,000000 Default Value,31101 Ninos Heroes Elementary Academic Center,437 EBF-Backed Bonds,56310 Capitalized Construction,253511 Campus Parks,000000 Default Value,"$2,067",
891,18-1205-EX1,Transfer from Capital/Operations - City Wide to Ninos Heroes Elementary Academic Center,Funds Transfer From Award# 2019-436-00-04 To Project# 2018-31101-NCP ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253544 Child Award,188815 Space To Grow-Chgo Dept. Of Water,31101 Ninos Heroes Elementary Academic Center,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253511 Campus Parks,188815 Space To Grow-Chgo Dept. Of Water,"$2,067",
