Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
122,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to Marie Sklodowska Curie Metropolitan High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
53101 Marie Sklodowska Curie Metropolitan High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,107",
123,18-0425-EX1,Transfer from AUSL Program Support to Education General - City Wide,Moving salvage line funds to contingency line placeholder. THU9 request 3.27.18.,11116 AUSL Program Support,124 School Special Income Fund,51100 Teacher Salaries - Regular,419001 Payroll Salvage,904003 Citywide Miscellaneous,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$1,107",
124,18-0425-EX1,Transfer from Social Science & Civic Engagement to Bowen High School,Money to support Service Learning Program,10813 Social Science & Civic Engagement,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000000 Default Value,46491 Bowen High School,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000901 Other Gen Ed Funded Programs,"$1,110",
125,18-0425-EX1,Transfer from Ernst Prussing Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,25031 Ernst Prussing Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,111",
126,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Stephen F Gale Elementary Community Academy,"max#4272032 room 151 dor needs repair do to kids with sever and profound situations can just open door making it unsafe for the kid
which door now broken do to trying to keep him inside(FOR SEVER AND PROFOUND CLASSROOM)",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,31081 Stephen F Gale Elementary Community Academy,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,112",
127,18-0425-EX1,Transfer from Lorenz Brentano Math & Science Academy ES to Early Childhood Development - City Wide,Consolidation of budget lines.,22311 Lorenz Brentano Math & Science Academy ES,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,115",
128,18-0425-EX1,Transfer from Hiram H Belding Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22221 Hiram H Belding Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,116",
129,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Gage Park High School,"Elevator is not operational, provide a team of technicians to troubleshoot and repair elevator. MAXIMO#7755472",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,46141 Gage Park High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,122",
130,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to Edmond Burke Elementary School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
22411 Edmond Burke Elementary School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,124",
131,18-0425-EX1,Transfer from Telpochcalli Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23231 Telpochcalli Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,125",
132,18-0425-EX1,Transfer from Oliver S Westcott Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,26381 Oliver S Westcott Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,127",
133,18-0425-EX1,Transfer from Jonathan Burr Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22471 Jonathan Burr Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,127",
134,18-0425-EX1,Transfer from Portage Park Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,25011 Portage Park Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,127",
135,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to Paul Laurence Dunbar Career Academy High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
53021 Paul Laurence Dunbar Career Academy High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,133",
136,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to Wendell Phillips Academy High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
46261 Wendell Phillips Academy High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,136",
137,18-0425-EX1,Transfer from Thomas Chalmers Specialty Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22671 Thomas Chalmers Specialty Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,137",
138,18-0425-EX1,Transfer from Thomas A Hendricks Elementary Community Academy to Early Childhood Development - City Wide,Consolidation of budget lines.,31121 Thomas A Hendricks Elementary Community Academy,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,137",
139,18-0425-EX1,Transfer from Joseph E Gary Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23311 Joseph E Gary Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,137",
140,18-0425-EX1,Transfer from Norwood Park Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,24711 Norwood Park Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,142",
141,18-0425-EX1,Transfer from Frank L Gillespie Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23321 Frank L Gillespie Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,142",
142,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to George B Swift Elementary Specialty School,"Remove all debris/vines/weed/dirt/trees from two inaccessible courtyard areas and the front balcony over the school entrance, price
includes all labor and materials, quotes attached.",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,25571 George B Swift Elementary Specialty School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,143",
143,18-0425-EX1,Transfer from Carroll-Rosenwald Specialty Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22571 Carroll-Rosenwald Specialty Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,143",
144,18-0425-EX1,Transfer from Carroll-Rosenwald Specialty Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22571 Carroll-Rosenwald Specialty Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,143",
145,18-0425-EX1,Transfer from Wolfgang A Mozart Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,24611 Wolfgang A Mozart Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,147",
146,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to Neal F Simeon Career Academy High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value","Transfer To:
53061 Neal F Simeon Career Academy High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value",,,,,,,,,,,"$1,148",
147,18-0425-EX1,Transfer from James Wadsworth Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,25711 James Wadsworth Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,150",
148,18-0425-EX1,Transfer from James G Blaine Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-22261-OHI To Award# 2017-427-00-20 ; Change Reason : NA,22261 James G Blaine Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009507 N O&M Cip,000000 Default Value,"$1,150",
149,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Gage Park High School,"Two condensate pumps are leaking. Engineer will remove to condensate pumps, vendor will pick up pumps and motor, rebuild pump
and motor, bring back to location and engineer will re-install (at the rate of $575ea.) MAXIMO#7756192",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,46141 Gage Park High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,150",
150,18-0425-EX1,Transfer from John W Cook Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22801 John W Cook Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376644 Peg/Pfa Tracking Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,155",
151,18-0425-EX1,Transfer from Joseph Lovett Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,24241 Joseph Lovett Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,157",
152,18-0425-EX1,Transfer from Harriet Beecher Stowe Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,25521 Harriet Beecher Stowe Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,161",
153,18-0425-EX1,Transfer from John Milton Gregory Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23441 John Milton Gregory Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,164",
154,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Columbia Explorers Elementary Academy,"Furnish and install three new hanger full surface continuous hinge in room 405, 408 and office bathroom door. MAX#7707688",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,20071 Columbia Explorers Elementary Academy,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,165",
155,18-0425-EX1,Transfer from Jose De Diego Elementary Community Academy to Early Childhood Development - City Wide,Consolidation of budget lines.,31261 Jose De Diego Elementary Community Academy,362 Early Childhood Development,51100 Teacher Salaries - Regular,300006 Early Childhood - Community Services,"376645 State Preschool For All Age 3-5 Extended Supports
Fy18",11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,165",
156,18-0425-EX1,Transfer from Theodore Herzl Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23771 Theodore Herzl Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,300006 Early Childhood - Community Services,"376645 State Preschool For All Age 3-5 Extended Supports
Fy18",11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,165",
157,18-0425-EX1,Transfer from Robert Nathaniel Dett Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,26031 Robert Nathaniel Dett Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,165",
158,18-0425-EX1,Transfer from Crown Community Academy of Fine Arts Center ES to Early Childhood Development - City Wide,Consolidation of budget lines.,31041 Crown Community Academy of Fine Arts Center ES,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,166",
159,18-0425-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Transfer funds to clear negatives,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,12694 Other Government Funded,362 Early Childhood Development,"57205 Pensions - Employee, ESP",119027 Prek Instruction,"376645 State Preschool For All Age 3-5 Extended Supports
Fy18","$1,168",
160,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Bronzeville Lighthouse Charter School,Clean-up labor,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,66421 Bronzeville Lighthouse Charter School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,173",
161,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Colman,"repair work for John Deere Tractor GT235; change oil & oil filter, replace battery & spark plugs, replace fuel filter, adjust tire chains
and needs new front blade. CPS# 7704266",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,11955 Colman,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,178",
162,18-0425-EX1,Transfer from William H Ray Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,25071 William H Ray Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,178",
163,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Johann W von Goethe Elementary School,"Masonry work, Repair the crumbling bricks at the base of the corner of the building. Nw corner on playground. This is a serious issue
as rodents can begin to tunnel into the school as the opening is very big. Maximo #7756110",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,23341 Johann W von Goethe Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,180",
164,18-0425-EX1,Transfer from Walt Disney Magnet Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,29401 Walt Disney Magnet Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,181",
165,18-0425-EX1,Transfer from John B Drake Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23011 John B Drake Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,182",
166,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Florence B Price Elementary School,"FURNISH LABOR, MATERIAL & EQUIPMENT TO REMOVE FAILED BLOWER WHEEL ON ANTIQUATED POWER FLAME
BURNER AND REPLACE W/NEW SIZED TO MATCH ORIGINAL. REINSTALL BLOWER & CHECK OPERATION.
MAXIMO#7585362",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,26101 Florence B Price Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,189",
167,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Albert G Lane Technical High School,Additional toiliets needed for stadium (8) Wall hung toliets delievered and installed by Engineers,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,46221 Albert G Lane Technical High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,195",
168,18-0425-EX1,Transfer from Marvin Camras Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22691 Marvin Camras Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,199",
169,18-0425-EX1,Transfer from George W Curtis Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23061 George W Curtis Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,200",
170,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to TEAM Englewood Community Academy High School,"CPS-7707571-- Repair roof leaks rooms 316 and 317(skylights)---- Repair leak (leaking through light fixture) in boys' restroom 3rd
floor near room 329",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,49161 TEAM Englewood Community Academy High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,200",
171,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Fort Dearborn Elementary School,#4272343 Roof leaking in front of library 2nd floor and room 306 by north window,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,23241 Fort Dearborn Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,200",
172,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to James Hedges Elementary School,Do the necessary repairs on gym roof to stop the leak by north wall also repair flashing Maximo W O # 7589362,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,23681 James Hedges Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,200",
173,18-0425-EX1,Transfer from Office of Student Health & Wellness to Collins Academy High School,HIV/STI Prevention Initiative School Mini Grant,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18",49131 Collins Academy High School,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18","$1,200",
174,18-0425-EX1,Transfer from Office of Student Health & Wellness to Richard T Crane Medical Preparatory HS,HIV/STI Prevention Initiative School Mini Grant,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18",46641 Richard T Crane Medical Preparatory HS,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18","$1,200",
175,18-0425-EX1,Transfer from Office of Student Health & Wellness to Gage Park High School,HIV/STI Prevention Initiative School Mini Grant,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18",46141 Gage Park High School,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18","$1,200",
176,18-0425-EX1,Transfer from Office of Student Health & Wellness to William Rainey Harper High School,HIV/STI Prevention Initiative School Mini Grant,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18",46151 William Rainey Harper High School,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18","$1,200",
177,18-0425-EX1,Transfer from Office of Student Health & Wellness to Percy L Julian High School,HIV/STI Prevention Initiative School Mini Grant,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18",46401 Percy L Julian High School,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18","$1,200",
178,18-0425-EX1,Transfer from Office of Student Health & Wellness to Manley Career Academy High School,HIV/STI Prevention Initiative School Mini Grant,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18",53111 Manley Career Academy High School,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18","$1,200",
179,18-0425-EX1,Transfer from Office of Student Health & Wellness to Roswell B Mason Elementary School,HIV/STI Prevention Initiative School Mini Grant,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18",24381 Roswell B Mason Elementary School,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,221234 Professional Develop/Curriculum Develp,"580213 Healthy Chicago Public Schools-Hiv/Std Prevention
Initiative 221077 Fy18","$1,200",
