Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
459,18-0926-EX1,Transfer from Early College and Career - City Wide to Percy L Julian High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,46401 Percy L Julian High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
460,18-0926-EX1,Transfer from Early College and Career - City Wide to Robert Lindblom Math & Science Academy HS,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,46511 Robert Lindblom Math & Science Academy HS,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
461,18-0926-EX1,Transfer from Early College and Career - City Wide to Morgan Park High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,46251 Morgan Park High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
462,18-0926-EX1,Transfer from Early College and Career - City Wide to Charles Allen Prosser Career Academy High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,53041 Charles Allen Prosser Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
463,18-0926-EX1,Transfer from Early College and Career - City Wide to Theodore Roosevelt High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,46271 Theodore Roosevelt High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
464,18-0926-EX1,Transfer from Early College and Career - City Wide to Roald Amundsen High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,46031 Roald Amundsen High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
465,18-0926-EX1,Transfer from Early College and Career - City Wide to Collins Academy High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,49131 Collins Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
466,18-0926-EX1,Transfer from Early College and Career - City Wide to Friedrich W von Steuben Metropolitan Science HS,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,47081 Friedrich W von Steuben Metropolitan Science HS,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
467,18-0926-EX1,Transfer from Early College and Career - City Wide to George Washington High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,46331 George Washington High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
468,18-0926-EX1,Transfer from Early College and Career - City Wide to Nicholas Senn High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,47061 Nicholas Senn High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
469,18-0926-EX1,Transfer from Early College and Career - City Wide to Gurdon S Hubbard High School,Certifications for CTE Gaming program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 322023,,46341 Gurdon S Hubbard High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$3,902","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
470,18-0926-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Chicago High School for Agricultural Sciences,Transfer for Freshman Connection,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,212017 Other Govt Fnded Prjts-Guidnce,399927 Healthy Communities Investments 18-3999,47091 Chicago High School for Agricultural Sciences,"324 Miscellaneous Federal, State & Local Grants",53305 Instructional Materials (Non-Digital),160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,"$3,925",
471,18-0926-EX1,Transfer from Grant Funded Programs Office - City Wide to Christ the King Jesuit (Catholic),Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57940 Miscellaneous Charges,370004 Nonpublic Instructional & Support Services,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69027 Christ the King Jesuit (Catholic),332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,221023 Tlcf-Catholic/Imp Of Instr,430202 Nonpublic Inst. & Supp. Serv. - Catholic,"$3,938",
472,18-0926-EX1,Transfer from Early College and Career - City Wide to Chicago High School for Agricultural Sciences,Supplies for CTE Ag Science program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,47091 Chicago High School for Agricultural Sciences,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140101 474566,,"$3,950","Agricultural Academy
Special Student Needs-C. Perkins Fy19"
473,18-0926-EX1,Transfer from Early College and Career - City Wide to Thomas Kelly High School,CTE Digital Media Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18",46181 Thomas Kelly High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,147601 Graphic Communications/Graphic Design,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18","$3,970",
474,18-0926-EX1,Transfer from Capital/Operations - City Wide to Marvin Camras Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2018-22691-ICR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,22691 Marvin Camras Elementary School,437 EBF-Backed Bonds,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$3,973",
475,18-0926-EX1,Transfer from Capital/Operations - City Wide to John J Pershing Elementary Humanities Magnet,Funds Transfer From Award# 2019-437-00-20 To Project# 2019-29251-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009513 Fs O&M Cip,000000 Default Value,29251 John J Pershing Elementary Humanities Magnet,437 EBF-Backed Bonds,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,"$3,987",
476,18-0926-EX1,Transfer from Innovation and Incubation to Access and Enrollment,School opening celebration for Bronzeville Classical,13610 Innovation and Incubation,115 General Education Fund,54125 Services - Professional/Administrative,251006 Ons Business Services,000000 Default Value,11201 Access and Enrollment,115 General Education Fund,54125 Services - Professional/Administrative,221001 School Instructional Support Services,000000 Default Value,"$4,000",
477,18-0926-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57940 Miscellaneous Charges,228958 Federal - Nonpublic Inst (Catholic),494064 Title Iia - Other Private Supplementary Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54305 Tuition,228958 Federal - Nonpublic Inst (Catholic),494063 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$4,000",
478,18-0926-EX1,Transfer from Grant Funded Programs Office to Emil G Hirsch Metropolitan High School,Loading SIG grant funds to match approved application,12620 Grant Funded Programs Office,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,119010 Other Instructional Programs,424065 Sig - Hirsch (Cohort 5) Fy19,47031 Emil G Hirsch Metropolitan High School,367 Title I - Comprehensive School Reform,54125 Services - Professional/Administrative,119010 Other Instructional Programs,424065 Sig - Hirsch (Cohort 5) Fy19,"$4,000",
479,18-0926-EX1,Transfer from Early College and Career - City Wide to Bowen High School,Supplies for CTE Machine Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46491 Bowen High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144805 474566,,"$4,000","Machine Operator
Special Student Needs-C. Perkins Fy19"
480,18-0926-EX1,Transfer from Early College and Career - City Wide to Bowen High School,Certifications for CTE Machine Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46491 Bowen High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",144805 Machine Operator,474566 Special Student Needs-C. Perkins Fy19,"$4,000",
481,18-0926-EX1,Transfer from Early College and Career - City Wide to Charles Allen Prosser Career Academy High School,Certifications for CTE Machine Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53041 Charles Allen Prosser Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",144805 Machine Operator,474566 Special Student Needs-C. Perkins Fy19,"$4,000",
482,18-0926-EX1,Transfer from Early College and Career - City Wide to Chicago Vocational Career Academy High School,Supplies for CTE Carpentry program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",53011 Chicago Vocational Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144606 Carpentry,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$4,000",
483,18-0926-EX1,Transfer from Early College and Career - City Wide to Charles Allen Prosser Career Academy High School,Supplies for CTE Carpentry program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",53041 Charles Allen Prosser Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144606 Carpentry,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$4,000",
484,18-0926-EX1,Transfer from Early College and Career - City Wide to Neal F Simeon Career Academy High School,Supplies for CTE Carpentry program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",53061 Neal F Simeon Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144606 Carpentry,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$4,000",
485,18-0926-EX1,Transfer from Early College and Career - City Wide to Air Force Academy High School,Supplies for CTE Aviation program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,45231 Air Force Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144902 474566,,"$4,000","Aviation-Vocational
Special Student Needs-C. Perkins Fy19"
486,18-0926-EX1,Transfer from Innovation and Incubation to Access and Enrollment,Per I&I: support the school opening celebration for Sor Juana Elementary School,13610 Innovation and Incubation,115 General Education Fund,54125 Services - Professional/Administrative,251006 Ons Business Services,000000 Default Value,11201 Access and Enrollment,115 General Education Fund,54125 Services - Professional/Administrative,221001 School Instructional Support Services,000000 Default Value,"$4,000",
487,18-0926-EX1,Transfer from Chicago Vocational Career Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2012-53011-SIP To Award# 2017-427-00-27 ; Change Reason : NA,53011 Chicago Vocational Career Academy High School,427 CIP Series 2016B,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,253544 Child Award,000000 Default Value,"$4,006",
488,18-0926-EX1,Transfer from Citywide Student Support and Engagement to Talman Elementary School,CSI Grant - Instructional supplies,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,442171 21st Century Community Learning Centers Fy19,26781 Talman Elementary School,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,442171 21st Century Community Learning Centers Fy19,"$4,012",
489,18-0926-EX1,Transfer from Early College and Career - City Wide to Chicago High School for Agricultural Sciences,Supplies for CTE Ag Finance program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,47091 Chicago High School for Agricultural Sciences,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140101 474566,,"$4,050","Agricultural Academy
Special Student Needs-C. Perkins Fy19"
490,18-0926-EX1,Transfer from Citywide Student Support and Engagement to Alice L Barnard Computer Math & Science Ctr ES,CSI Grants - Clerk salary for FY19,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442173 21st Century Community Learning Centers - (Cohort
15-Grant 2) Fy19",22131 Alice L Barnard Computer Math & Science Ctr ES,"324 Miscellaneous Federal, State & Local Grants",52130 Career Service Salaries - Extended Day,297920 Other Government Funded - Support Services,"442173 21st Century Community Learning Centers - (Cohort
15-Grant 2) Fy19","$4,060",
491,18-0926-EX1,Transfer from Early College and Career - City Wide to Carl Schurz High School,Software for CTE Auto Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53307 Commodities: Software Licenses (Instructional),119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46281 Carl Schurz High School,369 Title I - School Improvement Carl Perkins,53307 Commodities: Software Licenses (Instructional),144701 Automotive Mechanic,474566 Special Student Needs-C. Perkins Fy19,"$4,060",
492,18-0926-EX1,Transfer from Capital/Operations - City Wide to George Washington Elementary School,Funds Transfer From Award# 2017-427-00-26 To Project# 2019-25771-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009567 All Other,000000 Default Value,25771 George Washington Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$4,070",
493,18-0926-EX1,Transfer from Department of Personalized Learning to Amos Alonzo Stagg Elementary School,Transfer of funds for Personalized Learning Expenses,10825 Department of Personalized Learning,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,113090 Grants-Citywide Misc Fndtns,070157 Cff - Silicon Valley Community Foundation,26521 Amos Alonzo Stagg Elementary School,124 School Special Income Fund,55010 Property - Furniture,119070 Personalized Learning Instruction,070157 Cff - Silicon Valley Community Foundation,"$4,082",
494,18-0926-EX1,Transfer from Citywide Student Support and Engagement to Lionel Hampton Fine & Performing Arts ES,To support teacher salaries at Hampton Elementary,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,442171 21st Century Community Learning Centers Fy19,32021 Lionel Hampton Fine & Performing Arts ES,"324 Miscellaneous Federal, State & Local Grants",51130 Teacher Salaries - Extended Day,119035 Other Instruction Purposes - Miscellaneous,442171 21st Century Community Learning Centers Fy19,"$4,090",
495,18-0926-EX1,Transfer from Capital/Operations - City Wide to Eliza Chappell Elementary School,Funds Transfer From Award# 2014-427-00-41 To Project# 2019-22681-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009546 School Transitions,000000 Default Value,22681 Eliza Chappell Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$4,095",
496,18-0926-EX1,Transfer from Early College and Career - City Wide to Back of the Yards IB HS,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46551 Back of the Yards IB HS,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
497,18-0926-EX1,Transfer from Early College and Career - City Wide to Marie Sklodowska Curie Metropolitan High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53101 Marie Sklodowska Curie Metropolitan High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
498,18-0926-EX1,Transfer from Early College and Career - City Wide to John M Harlan Community Academy High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,51021 John M Harlan Community Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
499,18-0926-EX1,Transfer from Early College and Career - City Wide to Kelvyn Park High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46191 Kelvyn Park High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
500,18-0926-EX1,Transfer from Early College and Career - City Wide to John F Kennedy High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46201 John F Kennedy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
501,18-0926-EX1,Transfer from Early College and Career - City Wide to Kenwood Academy High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46361 Kenwood Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
502,18-0926-EX1,Transfer from Early College and Career - City Wide to Dr Martin Luther King Jr College Prep HS,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46371 Dr Martin Luther King Jr College Prep HS,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
503,18-0926-EX1,Transfer from Early College and Career - City Wide to Wendell Phillips Academy High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46261 Wendell Phillips Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
504,18-0926-EX1,Transfer from Early College and Career - City Wide to Charles Allen Prosser Career Academy High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53041 Charles Allen Prosser Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
505,18-0926-EX1,Transfer from Early College and Career - City Wide to Carl Schurz High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46281 Carl Schurz High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
506,18-0926-EX1,Transfer from Early College and Career - City Wide to Charles P Steinmetz College Preparatory HS,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46291 Charles P Steinmetz College Preparatory HS,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
507,18-0926-EX1,Transfer from Early College and Career - City Wide to William Howard Taft High School,Certifications for CTE Digital Media program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46311 William Howard Taft High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$4,100",
508,18-0926-EX1,Transfer from Early College and Career - City Wide to Marie Sklodowska Curie Metropolitan High School,Supplies for CTE Architecture program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",53101 Marie Sklodowska Curie Metropolitan High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144601 Architectural Drafting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$4,117",
509,18-0926-EX1,Transfer from Early College and Career - City Wide to Paul Laurence Dunbar Career Academy High School,Supplies for CTE Architecture program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",53021 Paul Laurence Dunbar Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144601 Architectural Drafting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$4,117",
510,18-0926-EX1,Transfer from Early College and Career - City Wide to Thomas Kelly High School,Supplies for CTE Architecture program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46181 Thomas Kelly High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144601 Architectural Drafting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$4,117",
511,18-0926-EX1,Transfer from Early College and Career - City Wide to Benito Juarez Community Academy High School,Supplies for CTE Architecture program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46421 Benito Juarez Community Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144601 Architectural Drafting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$4,117",
