Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
155,19-0123-EX1,Transfer from KIPP One Academy to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66032 KIPP One Academy,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,979",
156,19-0123-EX1,Transfer from Edwin G. Foreman College and Career Academy to Education General - City Wide,FY18 School payment for the purchase of ventra cards between 2/1/2018 - 6/30/2018,46131 Edwin G. Foreman College and Career Academy,124 School Special Income Fund,53405 Commodities - Supplies,290003 Miscellaneous General Charges,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$2,000",
157,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Ida Crown Jewish Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69361 Ida Crown Jewish Academy,332 NCLB Title I Regular Fund,54130 Services - Non Professional,300013 Non-Public Professional Development,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$2,000",
158,19-0123-EX1,"
Transfer from Diverse Learner Quality Instruction to Diverse Learner Quality Instruction",Transfer for parent reimbursement for transportation to nonpublic schools,11674 Diverse Learner Quality Instruction,114 Special Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,11674 Diverse Learner Quality Instruction,114 Special Education Fund,54565 Parent Reimbursements,255006 Transportation - Special Ed - Nonpublic Bkt,376712 Special Education - Transportation,"$2,000",
159,19-0123-EX1,Transfer from Chief Equity Office to Chief Equity Office,For travel expenses.,10465 Chief Equity Office,115 General Education Fund,54125 Services - Professional/Administrative,233011 Equal Educ Opportunity-Admin,000000 Default Value,10465 Chief Equity Office,115 General Education Fund,54205 Travel Expense,233011 Equal Educ Opportunity-Admin,000000 Default Value,"$2,000",
160,19-0123-EX1,Transfer from Instructional Supports to Albert G Lane Technical High School,Transfer to cover the cost of meals for Debate H.S. T3 RCC tournament.,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150008 Debate - High School,000000 Default Value,46221 Albert G Lane Technical High School,115 General Education Fund,53205 Commodities - Supplied Food,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$2,000",
161,19-0123-EX1,Transfer from Computer Science to Computer Science,To cover annual subscription cost for CS4All data analysis tool.,11405 Computer Science,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,221117 210051,,11405 Computer Science,"324 Miscellaneous Federal, State & Local Grants","54505 Seminar, Fees, Subscriptions, Professional
Memberships",221117 Computer Education,210051 Computer Science For All Fy18,"$2,000","Computer Education
Computer Science For All Fy18"
162,19-0123-EX1,"
Transfer from Academy for Global Citizenship Charter School to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,63011 Academy for Global Citizenship Charter School,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,000",
163,19-0123-EX1,Transfer from Urban Prep Charter Academy for Young Men - West to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,63071 Urban Prep Charter Academy for Young Men - West,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,000",
164,19-0123-EX1,Transfer from Language and Cultural Education to Language and Cultural Education,"Funds will be used to cover reimbursement for OLCE staff for job responsibilities i.e. school visits, coaching with teachers and meeting
with schools' administrators and network staff.",11510 Language and Cultural Education,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221055 Language & Cultural - Compliance,000000 Default Value,11510 Language and Cultural Education,115 General Education Fund,54215 Car Fare,221055 000000,,"$2,000","Language & Cultural - Compliance
Default Value"
165,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Associated Talmud Torah Of,Chicago,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69530 Associated Talmud Torah Of Chicago,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228953 Federal - Nonpublic Inst (Jewish),494068 Title Iia - Other Private Supplementary Servc.,"$2,000",Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs
166,19-0123-EX1,"
Transfer from Department of JROTC to Air Force Academy High School",Transfer needed for cadet polos - 9th -11th.,05261 Department of JROTC,115 General Education Fund,57915 Miscellaneous - Contingent Projects,113119 Rotc - Hs,000000 Default Value,45231 Air Force Academy High School,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$2,021",
167,19-0123-EX1,Transfer from Ombudsman Chicago- Northwest to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,65013 Ombudsman Chicago- Northwest,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,221307 Staff Development,494062 Title Iia - Teacher Quality,12670 Education General - City Wide,353 Title II - Teacher Quality,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,494066 Title Iia - Teacher Quality,"$2,029",
168,19-0123-EX1,Transfer from Early College and Career - City Wide to Early College and Career - City Wide,Transfer funds for printing services. per Lisa Washington,13727 Early College and Career - City Wide,124 School Special Income Fund,53405 Commodities - Supplies,140060 Police And Fire Training - Voc,000389 Cte Programs,13727 Early College and Career - City Wide,124 School Special Income Fund,54520 Services - Printing,140060 Police And Fire Training - Voc,000389 Cte Programs,"$2,031",
169,19-0123-EX1,Transfer from Lake View High School to Education General - City Wide,FY18 School payment for the purchase of ventra cards between 2/1/2018 - 6/30/2018,46211 Lake View High School,124 School Special Income Fund,53405 Commodities - Supplies,290003 Miscellaneous General Charges,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$2,036",
170,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,"57135 Pensions - Employee, Teacher",146001 Computer Education-Elementary,376669 State Preschool For All Age 3-5 Fy19,"$2,040",
171,19-0123-EX1,"
Transfer from Early Childhood Development - City Wide to Other Government Funded",Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,"57135 Pensions - Employee, Teacher",111053 G 1-3 Primary-Elementary,376669 State Preschool For All Age 3-5 Fy19,"$2,040",
172,19-0123-EX1,Transfer from Early College and Career - City Wide to Lake View High School,"Transfer funds for consultant services for the STEM program, per ECCE.",13727 Early College and Career - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,439606 Critical Mass Year 6,46211 Lake View High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,125023 Stem - Extended Student Learning,439606 Critical Mass Year 6,"$2,050",
173,19-0123-EX1,Transfer from William H Brown Elementary School to Education General - City Wide,Transfer of funds to contingency until approved.,22351 William H Brown Elementary School,358 Title IV,53305 Instructional Materials (Non-Digital),321850 Community Relations,"440044 Title Iv, Part A",12670 Education General - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,059",
174,19-0123-EX1,Transfer from Erie Elementary Charter School to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66331 Erie Elementary Charter School,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,060",
175,19-0123-EX1,Transfer from Capital/Operations - City Wide to Arthur E Canty Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2015-22541-ANX ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,22541 Arthur E Canty Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253518 Annex,000000 Default Value,"$2,060","38
"
176,19-0123-EX1,"
Transfer from Early Childhood Development - City Wide to Other Government Funded",Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,"57135 Pensions - Employee, Teacher",119066 Oep - Art,376669 State Preschool For All Age 3-5 Fy19,"$2,065",
177,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,51500 Teacher Salaries - Substitutes,119066 Oep - Art,376669 State Preschool For All Age 3-5 Fy19,"$2,085",
178,19-0123-EX1,Transfer from Consolidated Pointer Line Unit to Mark Skinner Elementary School,"Second supply allocation $3,000 per tuition based classroom.",12690 Consolidated Pointer Line Unit,117 Tuition Based Program,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,29281 Mark Skinner Elementary School,117 Tuition Based Program,53405 Commodities - Supplies,119027 Prek Instruction,000000 Default Value,"$2,100",
179,19-0123-EX1,Transfer from Capital/Operations - City Wide to Thomas Chalmers Specialty Elementary School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-22671-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,22671 Thomas Chalmers Specialty Elementary School,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,100","39
"
180,19-0123-EX1,"
Transfer from Early College and Career - City Wide to Early College and Career - City Wide",Transferring funds for meals and lodging.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54555 Meals, Lodging, & Travel - Other",221011 Improvement Of Instruction,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$2,114",
181,19-0123-EX1,Transfer from Jesse Sherwood Elementary School to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,25351 Jesse Sherwood Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,117",
182,19-0123-EX1,Transfer from Instructional Supports to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,11551 Instructional Supports,332 NCLB Title I Regular Fund,57405 Medicare,212013 Counseling & Guidance Services,430211 Title I - Nclb - Summer Learning Initiative,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,119",
183,19-0123-EX1,Transfer from Perspectives - Math and Science Academy to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66056 Perspectives - Math and Science Academy,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,131",
184,19-0123-EX1,"
Transfer from Capital/Operations - City Wide to KIPP Ascend Charter School",Funds Transfer From Award# 2019-437-00-17 To Project# 2019-66261-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,66261 KIPP Ascend Charter School,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,132",
185,19-0123-EX1,Transfer from Network 8 to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,02481 Network 8,367 Title I - Comprehensive School Reform,"57110 Pensions - Employer, Teacher Federally Funded",221080 Aio - Improvement Of Instruction,433124 Title I School Improvement Grant- (Soss) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,144",
186,19-0123-EX1,Transfer from Network 10 to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,02501 Network 10,367 Title I - Comprehensive School Reform,"57110 Pensions - Employer, Teacher Federally Funded",221080 Aio - Improvement Of Instruction,433124 Title I School Improvement Grant- (Soss) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,144",
187,19-0123-EX1,Transfer from Network 13 to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,02531 Network 13,367 Title I - Comprehensive School Reform,"57110 Pensions - Employer, Teacher Federally Funded",221080 Aio - Improvement Of Instruction,433124 Title I School Improvement Grant- (Soss) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,144",
188,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,"57205 Pensions - Employee, ESP",241014 School Administration,376669 State Preschool For All Age 3-5 Fy19,"$2,145",
189,19-0123-EX1,"
Transfer from Christopher House Charter School to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66661 Christopher House Charter School,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,119031 Nclb Current Year Allocation,430201 Title 1 - School Discretionary,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,166",
190,19-0123-EX1,Transfer from Acero Charter Schools - Jovita Idar to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66399 Acero Charter Schools - Jovita Idar,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,174",
191,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,12694 Other Government Funded,362 Early Childhood Development,51140 Termination Payout of Sick & Vacation Days Teachers,227924 Early Childhood - Improvement Of Instruction,376669 State Preschool For All Age 3-5 Fy19,"$2,175","Prek Instruction
State Preschool For All Age 3-5 Fy19"
192,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Chicago Jesuit Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69006 Chicago Jesuit Academy,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$2,205",
193,19-0123-EX1,"
Transfer from Early Childhood Development - City Wide to Other Government Funded",Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,57210 Pensions - ESP Employer,111048 Early Childhood 3-4,376669 State Preschool For All Age 3-5 Fy19,"$2,230",
194,19-0123-EX1,Transfer from Student Support and Engagement to Phillip D Armour Elementary School,Armour K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22061 Phillip D Armour Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
195,19-0123-EX1,Transfer from Student Support and Engagement to William E B Dubois Elementary School,Daley K-8 OST Award Program Staffing Award - Medicare -25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,26601 William E B Dubois Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
196,19-0123-EX1,Transfer from Student Support and Engagement to William H Brown Elementary School,Brown K-8 OST Award Program Staffing Award - 25%,11371 Student Support and Engagement,115 General Education Fund,57940 Miscellaneous Charges,320020 Other After Schools Programs,000000 Default Value,22351 William H Brown Elementary School,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000675 K-* Ost Award Program,"$2,249",
197,19-0123-EX1,Transfer from Capital/Operations - City Wide to Jensen Elementary Scholastic Academy,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-29341-OEI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,29341 Jensen Elementary Scholastic Academy,437 EBF-Backed Bonds,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$2,250","43
"
198,19-0123-EX1,"
Transfer from Consolidated Pointer Line Unit to Walt Disney Magnet Elementary School","Second supply allocation $3,000 per tuition based classroom.",12690 Consolidated Pointer Line Unit,117 Tuition Based Program,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,29401 Walt Disney Magnet Elementary School,117 Tuition Based Program,53405 Commodities - Supplies,119027 Prek Instruction,000000 Default Value,"$2,250",
199,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376649 State Preschool For All Age 3-5 Diverse Learners Fy19,12694 Other Government Funded,362 Early Childhood Development,57505 Unemployment Compensation,121401 Early Childhood Special Education Pre-K,376649 State Preschool For All Age 3-5 Diverse Learners Fy19,"$2,250",
200,19-0123-EX1,Transfer from Acero Charter Schools - Esmeralda Santiago to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66601 Acero Charter Schools - Esmeralda Santiago,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,252",
201,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$2,300",
202,19-0123-EX1,Transfer from Instructional Supports to Thomas Kelly High School,Transfer to cover cost of meals for Debate tournament #4,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150008 Debate - High School,000000 Default Value,46181 Thomas Kelly High School,115 General Education Fund,53205 Commodities - Supplied Food,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$2,300","44
"
203,19-0123-EX1,"
Transfer from Grant Funded Programs Office - City Wide to Pui Tak Christian School",Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69504 Pui Tak Christian School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370003 Nonpublic Fine Arts,430221 Nonpublic Inst. & Supp. Serv. - Christian,"$2,309",
204,19-0123-EX1,Transfer from Capital/Operations - City Wide to Inter-American Elementary Magnet School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-29191-OFR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,29191 Inter-American Elementary Magnet School,437 EBF-Backed Bonds,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,330",
205,19-0123-EX1,Transfer from Capital/Operations - City Wide to Oscar F Mayer Elementary School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-24401-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,24401 Oscar F Mayer Elementary School,437 EBF-Backed Bonds,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$2,340",
206,19-0123-EX1,Transfer from Early Childhood Development - City Wide to Other Government Funded,Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,12694 Other Government Funded,362 Early Childhood Development,57505 Unemployment Compensation,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$2,348",
207,19-0123-EX1,"
Transfer from Early Childhood Development - City Wide to Other Government Funded",Clearing negative budget line.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,12694 Other Government Funded,362 Early Childhood Development,51140 Termination Payout of Sick & Vacation Days Teachers,121401 Early Childhood Special Education Pre-K,376669 State Preschool For All Age 3-5 Fy19,"$2,382","Prek Instruction
State Preschool For All Age 3-5 Fy19"
208,19-0123-EX1,Transfer from The Montessori School of Englewood Charter to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66591 The Montessori School of Englewood Charter,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,389",
209,19-0123-EX1,Transfer from L.E.A.R.N. - Excel Campus to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,66561 L.E.A.R.N. - Excel Campus,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,54320 Student Tuition - Charter Schools,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,392",
210,19-0123-EX1,Transfer from Grant Funded Programs Office - City Wide to Arie Crown School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69591 Arie Crown School,332 NCLB Title I Regular Fund,54130 Services - Non Professional,300013 Non-Public Professional Development,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$2,400",
211,19-0123-EX1,"
Transfer from Grant Funded Programs Office - City Wide to Urban Prairie Waldorf",Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69188 Urban Prairie Waldorf,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$2,400",
212,19-0123-EX1,Transfer from Early College and Career - City Wide to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140345 Electrician,474565 Special Student Needs-C. Perkins Fy18,12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,421",
213,19-0123-EX1,Transfer from Early College and Career - City Wide to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",149005 Accounting,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18",12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 041008,,"$2,436","Contingency For Project Expansion
Contingency For Grant Expansion"
214,19-0123-EX1,Transfer from Network 12 to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,02521 Network 12,367 Title I - Comprehensive School Reform,"57135 Pensions - Employee, Teacher",221080 Aio - Improvement Of Instruction,433124 Title I School Improvement Grant- (Soss) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$2,452",
215,19-0123-EX1,"
Transfer from Budget & Management Office to Budget & Management Office","July & August invoices for McCormick LITIGATION SERVICES, INC",12610 Budget & Management Office,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,12610 Budget & Management Office,115 General Education Fund,54125 Services - Professional/Administrative,252206 Budget Development,000000 Default Value,"$2,460",
