Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
111,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Edwin G. Foreman College and Career Academy,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,46131 Edwin G. Foreman College and Career Academy,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,281",
112,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Carl Schurz High School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,46281 Carl Schurz High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,281",
113,19-0828-EX1,Transfer from Title I and School Improvement Programs to Belmont-Cragin Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433133 Il-Empower (Cohort 19 - Grant 3) Fy19
Amount: $1,283","Transfer To:
26771 Belmont-Cragin Elementary School
367 Title I - Comprehensive School Reform
53405 Commodities - Supplies
119010 Other Instructional Programs
433133 Il-Empower (Cohort 19 - Grant 3) Fy19",,,,,,,,,,,,
114,19-0828-EX1,Transfer from Title I and School Improvement Programs to Ludwig Van Beethoven Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011
433137","Improvement Of Instruction
Il-Empower (Cohort 19 - Grant 7) Fy19",,,,,,25931 Ludwig Van Beethoven Elementary School,367 Title I - Comprehensive School Reform,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",223013 Assessments/Standards,433137 Il-Empower (Cohort 19 - Grant 7) Fy19,"$1,301",
115,19-0828-EX1,Transfer from Title I and School Improvement Programs to Daniel Boone Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011
433135","Improvement Of Instruction
Il-Empower (Cohort 19 - Grant 5) Fy19",,,,,,22271 Daniel Boone Elementary School,367 Title I - Comprehensive School Reform,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221011 Improvement Of Instruction,433135 Il-Empower (Cohort 19 - Grant 5) Fy19,"$1,310",
116,19-0828-EX1,Transfer from Title I and School Improvement Programs to Douglas Taylor Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011
433139","Improvement Of Instruction
Il-Empower (Cohort 19 - Grant 9) Fy19",,,,,,25591 Douglas Taylor Elementary School,367 Title I - Comprehensive School Reform,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",223013 Assessments/Standards,433139 Il-Empower (Cohort 19 - Grant 9) Fy19,"$1,318",
117,19-0828-EX1,Transfer from Title I and School Improvement Programs to Thomas Chalmers Specialty Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433131 Il-Empower (Cohort 19 - Grant 1) Fy19
Amount: $1,349","Transfer To:
22671 Thomas Chalmers Specialty Elementary School
367 Title I - Comprehensive School Reform
53305 Instructional Materials (Non-Digital)
221011 Improvement Of Instruction
433131 Il-Empower (Cohort 19 - Grant 1) Fy19",,,,,,,,,,,,
118,19-0828-EX1,Transfer from Title I and School Improvement Programs to Carl Schurz High School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433134 Il-Empower (Cohort 19 - Grant 4) Fy19","Transfer To:
46281 Carl Schurz High School
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
211001 Attendance & Social Work
433134 Il-Empower (Cohort 19 - Grant 4) Fy19",,,,,,,,,,,"$1,370",
119,19-0828-EX1,Transfer from Spencer Technology Academy to Citywide Student Support and Engagement,Transfer to open additional PO with LPA for field trips,25441 Spencer Technology Academy,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,000044 Ctu Sustainable Schools Initiative,10875 Citywide Student Support and Engagement,115 General Education Fund,54125 Services - Professional/Administrative,119035 000044,,"$1,370","Other Instruction Purposes - Miscellaneous
Ctu Sustainable Schools Initiative"
120,19-0828-EX1,Transfer from Title I and School Improvement Programs to Friedrich L. Jahn Elementary of the Fine Arts,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433136 Il-Empower (Cohort 19 - Grant 6) Fy19","Transfer To:
23921 Friedrich L. Jahn Elementary of the Fine Arts
367 Title I - Comprehensive School Reform
53305 Instructional Materials (Non-Digital)
223013 Assessments/Standards
433136 Il-Empower (Cohort 19 - Grant 6) Fy19",,,,,,,,,,,"$1,371",
121,19-0828-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,119035 Other Instruction Purposes - Miscellaneous,494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54205 Travel Expense,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,375",
122,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Marine Leadership Academy at Ames,"student count +60 over projection for Freshman Connections, transferring additional funds",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,41111 Marine Leadership Academy at Ames,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,375",
123,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Marine Leadership Academy at Ames,"student count +60 over projection for Freshman Connections, transferring additional funds",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,41111 Marine Leadership Academy at Ames,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,375",
124,19-0828-EX1,Transfer from Title I and School Improvement Programs to Eugene Field Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433135 Il-Empower (Cohort 19 - Grant 5) Fy19","Transfer To:
23211 Eugene Field Elementary School
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433135 Il-Empower (Cohort 19 - Grant 5) Fy19",,,,,,,,,,,"$1,380",
125,19-0828-EX1,Transfer from Title I and School Improvement Programs to Frank L Gillespie Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433133 Il-Empower (Cohort 19 - Grant 3) Fy19
Amount: $1,387","Transfer To:
23321 Frank L Gillespie Elementary School
367 Title I - Comprehensive School Reform
53405 Commodities - Supplies
119010 Other Instructional Programs
433133 Il-Empower (Cohort 19 - Grant 3) Fy19",,,,,,,,,,,,
126,19-0828-EX1,Transfer from Title I and School Improvement Programs to Charles Gates Dawes Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011
433138","Improvement Of Instruction
Il-Empower (Cohort 19 - Grant 8) Fy19",,,,,,22901 Charles Gates Dawes Elementary School,367 Title I - Comprehensive School Reform,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221011 Improvement Of Instruction,433138 Il-Empower (Cohort 19 - Grant 8) Fy19,"$1,395",
127,19-0828-EX1,Transfer from Title I and School Improvement Programs to Paul Revere Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433139 Il-Empower (Cohort 19 - Grant 9) Fy19","Transfer To:
25121 Paul Revere Elementary School
367 Title I - Comprehensive School Reform
53304 Instructional Materials (Digital)
119010 Other Instructional Programs
433139 Il-Empower (Cohort 19 - Grant 9) Fy19",,,,,,,,,,,"$1,398",
128,19-0828-EX1,"Transfer from Magnet, Gifted and IB Programs to Claremont Academy Elementary School",Transfer of funds for school level progamming,"10845 Magnet, Gifted and IB Programs","324 Miscellaneous Federal, State & Local Grants",57940 Miscellaneous Charges,233015 Magnet School Program,"500309 Magnet Schools Assistance Program (Cpsmsap)
Fy18-19",31301 Claremont Academy Elementary School,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,"500309 Magnet Schools Assistance Program (Cpsmsap)
Fy18-19","$1,400",
129,19-0828-EX1,Transfer from Title I and School Improvement Programs to Francis W Parker Elementary Community Academy,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433138 Il-Empower (Cohort 19 - Grant 8) Fy19
Amount: $1,404","Transfer To:
31181 Francis W Parker Elementary Community Academy
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433138 Il-Empower (Cohort 19 - Grant 8) Fy19",,,,,,,,,,,,
130,19-0828-EX1,Transfer from Grant Funded Programs Office - City Wide to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,119035 Other Instruction Purposes - Miscellaneous,494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,70140 Independent Schools Of Chicago,353 Title II - Teacher Quality,54305 Tuition,228950 Federal - Nonpublic Inst (Independent),494068 Title Iia - Other Private Supplementary Servc.,"$1,410",
131,19-0828-EX1,Transfer from Title I and School Improvement Programs to Title I and School Improvement Programs,"Transfer funds from 13740.367.54320.221011.433136 to 13740.367.54125.221011.433140 to account for funds needed for reloaded
of available non-personnel funds from FY19 IL-Empower grant allocation for Cohort 10.",13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,433136 Il-Empower (Cohort 19 - Grant 6) Fy19,13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54125 Services - Professional/Administrative,221011 Improvement Of Instruction,433140 Il-Empower (Cohort 19 - Grant 10) Fy19,"$1,425",
132,19-0828-EX1,Transfer from Title I and School Improvement Programs to Alessandro Volta Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433135 Il-Empower (Cohort 19 - Grant 5) Fy19","Transfer To:
25681 Alessandro Volta Elementary School
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433135 Il-Empower (Cohort 19 - Grant 5) Fy19",,,,,,,,,,,"$1,433",
133,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Disney II Magnet School,Freshman Connections funds for Enrichment activities school allocation and 1/2 student based allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,26921 Disney II Magnet School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,438",
134,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Lincoln Park High School,Freshman Connections funds for Enrichment activities school allocation and 1/2 student based allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,46321 Lincoln Park High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,438",
135,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to North-Grand High School,Freshman Connections funds for Enrichment activities school allocation and 1/2 student based allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,46431 North-Grand High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,438",
136,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Eric Solorio Academy High School,Freshman Connections funds for Enrichment activities school allocation and 1/2 student based allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,46101 Eric Solorio Academy High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,438",
137,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Chicago Academy High School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,46481 Chicago Academy High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,438",
138,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Chicago Vocational Career Academy High School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,53011 Chicago Vocational Career Academy High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,438",
139,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Chicago Academy High School,Freshman Connections funds for Enrichment activities school allocation and 1/2 student based allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,46481 Chicago Academy High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,438",
140,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Chicago Vocational Career Academy High School,Freshman Connections funds for Enrichment activities school allocation and 1/2 student based allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,53011 Chicago Vocational Career Academy High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,438",
141,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Disney II Magnet School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,26921 Disney II Magnet School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,438",
142,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to North-Grand High School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,46431 North-Grand High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,438",
143,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Eric Solorio Academy High School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,46101 Eric Solorio Academy High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,438",
144,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Lincoln Park High School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,46321 Lincoln Park High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,438",
145,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to Sarah E. Goode STEM Academy,Freshman Connections funds student based supply allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399929 Healthy Communities Investments 19-3999,46611 Sarah E. Goode STEM Academy,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399929 Healthy Communities Investments 19-3999,"$1,440",
146,19-0828-EX1,Transfer from Title I and School Improvement Programs to Hope College Preparatory High School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433140 Il-Empower (Cohort 19 - Grant 10) Fy19","Transfer To:
49091 Hope College Preparatory High School
367 Title I - Comprehensive School Reform
53304 Instructional Materials (Digital)
119010 Other Instructional Programs
433140 Il-Empower (Cohort 19 - Grant 10) Fy19",,,,,,,,,,,"$1,450",
147,19-0828-EX1,Transfer from Title I and School Improvement Programs to Title I and School Improvement Programs,"Funds transferred from 13740.367.54320.221011.433132 to provide available funds for reload of Cohort 5 FY19 IL-Empower unspent
non-personnel funds.",13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,433132 Il-Empower (Cohort 19 - Grant 2) Fy19,13740 Title I and School Improvement Programs,367 Title I - Comprehensive School Reform,54125 Services - Professional/Administrative,221011 Improvement Of Instruction,433135 Il-Empower (Cohort 19 - Grant 5) Fy19,"$1,455",
148,19-0828-EX1,Transfer from Title I and School Improvement Programs to Charles R Henderson Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433138 Il-Empower (Cohort 19 - Grant 8) Fy19","Transfer To:
23721 Charles R Henderson Elementary School
367 Title I - Comprehensive School Reform
53304 Instructional Materials (Digital)
119010 Other Instructional Programs
433138 Il-Empower (Cohort 19 - Grant 8) Fy19",,,,,,,,,,,"$1,464",
149,19-0828-EX1,Transfer from Title I and School Improvement Programs to George W Tilton Elementary School,"Remaining FY19 IL-Empower non-personnel funds reloaded to fulfill requirements of grant which allows spending until August 31st
",,,,,,,,,,,,
2019,19-0828-EX1,"Transfer From:
13740 Title I and School Improvement Programs
367 Title I - Comprehensive School Reform
54125 Services - Professional/Administrative
221011 Improvement Of Instruction
433140 Il-Empower (Cohort 19 - Grant 10) Fy19
Amount: $1,478","Transfer To:
25621 George W Tilton Elementary School
367 Title I - Comprehensive School Reform
55005 Property - Equipment
119010 Other Instructional Programs
433140 Il-Empower (Cohort 19 - Grant 10) Fy19",,,,,,,,,,,,
150,19-0828-EX1,Transfer from Grant Funded Programs Office - City Wide to ECIA Projects,Transferring budget for Teacher Salaries for FY20 Summer Neglected (original bucket 584465),12625 Grant Funded Programs Office - City Wide,334 NCLB Title 1 - Neglected & Delinquent,57915 Miscellaneous - Contingent Projects,119035 Other Instruction Purposes - Miscellaneous,430525 Neglected Programs Fy19,12693 ECIA Projects,334 NCLB Title 1 - Neglected & Delinquent,51130 Teacher Salaries - Extended Day,370004 Nonpublic Instructional & Support Services,430525 Neglected Programs Fy19,"$1,478",
151,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to South Shore Intl College Prep High School,Freshman Connections funds for Enrichment activities school allocation and 1/2 student based allocation.,10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,46631 South Shore Intl College Prep High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212028 Student Development,399929 Healthy Communities Investments 19-3999,"$1,481",
152,19-0828-EX1,Transfer from Counseling and Postsecondary Advising - City Wide to South Shore Intl College Prep High School,"Freshman Connections funds for student transportation, including Enrichment Activities school allocation and 1/2 student based
allocation.",10855 Counseling and Postsecondary Advising - City Wide,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,46631 South Shore Intl College Prep High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399929 Healthy Communities Investments 19-3999,"$1,481",
153,19-0828-EX1,Transfer from Language & Cultural Education - City Wide to Education General - City Wide,Sweep of overallocated sub coverage funds,11540 Language & Cultural Education - City Wide,358 Title IV,51330 Benefits Pointer,290001 General Salary S Bkt,"440046 Title Iv, Part A",12670 Education General - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,488",
154,19-0828-EX1,Transfer from Early Childhood Development to Education General - City Wide,Sweep of overallocated sub coverage funds,11360 Early Childhood Development,362 Early Childhood Development,51330 Benefits Pointer,290001 General Salary S Bkt,"376674 State Preschool For All Age 3-5 Extended Supports
Fy20",12670 Education General - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,488",
155,19-0828-EX1,Transfer from Language and Cultural Education to Education General - City Wide,Sweep of overallocated sub coverage funds,11510 Language and Cultural Education,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,300110 Ebf - Bilingual Programs,12670 Education General - City Wide,115 General Education Fund,51500 Teacher Salaries - Substitutes,119009 Teacher Substitutes/Overtime,300110 Ebf - Bilingual Programs,"$1,488",
156,19-0828-EX1,Transfer from Diverse Learner Related Services Providers - City Wide to Education General - City Wide,Sweep of overallocated sub coverage funds,11675 Diverse Learner Related Services Providers - City Wide,362 Early Childhood Development,51330 Benefits Pointer,290001 General Salary S Bkt,376675 State Preschool For All Age 3-5 Diverse Learners Fy20,12670 Education General - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,488",
157,19-0828-EX1,Transfer from Language and Cultural Education to Education General - City Wide,Sweep of overallocated sub coverage funds,11510 Language and Cultural Education,358 Title IV,51330 Benefits Pointer,290001 General Salary S Bkt,"440046 Title Iv, Part A",12670 Education General - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,488",
158,19-0828-EX1,Transfer from Computer Science to Education General - City Wide,Sweep of overallocated sub coverage funds,11405 Computer Science,358 Title IV,51330 Benefits Pointer,290001 General Salary S Bkt,"440046 Title Iv, Part A",12670 Education General - City Wide,358 Title IV,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,488",
159,19-0828-EX1,Transfer from Network 10 to Education General - City Wide,Sweep of overallocated sub coverage funds,02501 Network 10,353 Title II - Teacher Quality,51330 Benefits Pointer,290001 General Salary S Bkt,494070 Title Iia - Teacher Quality,12670 Education General - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,488",
160,19-0828-EX1,Transfer from Network 13 to Education General - City Wide,Sweep of overallocated sub coverage funds,02531 Network 13,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,300110 Ebf - Bilingual Programs,12670 Education General - City Wide,115 General Education Fund,51500 Teacher Salaries - Substitutes,119009 Teacher Substitutes/Overtime,300110 Ebf - Bilingual Programs,"$1,488",
