Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
248,18-1024-EX1,Transfer from Marine Leadership Academy at Ames to Education General - City Wide,Transfer available funding to contingency.,41111 Marine Leadership Academy at Ames,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,608",
249,18-1024-EX1,Transfer from Early College and Career - City Wide to George H Corliss High School,Transfer funds for broadcast technology supplies. - department request,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46391 George H Corliss High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140205 Broadcast Technology,474566 Special Student Needs-C. Perkins Fy19,"$1,610",
250,18-1024-EX1,Transfer from Benito Juarez Community Academy High School to Education General - City Wide,Transfer available funding to contingency.,46421 Benito Juarez Community Academy High School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,612",
251,18-1024-EX1,Transfer from Grant Funded Programs Office - City Wide to F Xavier School,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69028 F Xavier School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,612",
252,18-1024-EX1,Transfer from William P Nixon Elementary School to Education General - City Wide,Transfer available funding to contingency.,24681 William P Nixon Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,613",
253,18-1024-EX1,Transfer from George W Curtis Elementary School to Education General - City Wide,Transfer available funding to contingency.,23061 George W Curtis Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,614",
254,18-1024-EX1,Transfer from Citywide Student Support and Engagement to Education General - City Wide,Transfer available funding to contingency.,10875 Citywide Student Support and Engagement,334 NCLB Title 1 - Neglected & Delinquent,54215 Car Fare,230010 Administrative Support,430624 Delinquent Programs Fy18,12670 Education General - City Wide,334 NCLB Title 1 - Neglected & Delinquent,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,616",
255,18-1024-EX1,Transfer from Grant Funded Programs Office - City Wide to GFP/Other Private Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69103 GFP/Other Private Schools,353 Title II - Teacher Quality,54205 Travel Expense,370007 Nonpublic Homeschool/Other,494068 Title Iia - Other Private Supplementary Servc.,"$1,619",
256,18-1024-EX1,Transfer from Whitney M Young Magnet High School to Education General - City Wide,Transfer available funding to contingency.,47101 Whitney M Young Magnet High School,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,625",
257,18-1024-EX1,Transfer from Bernhard Moos Elementary School to Education General - City Wide,Transfer available funding to contingency.,24551 Bernhard Moos Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,629",
258,18-1024-EX1,Transfer from Paul Laurence Dunbar Career Academy High School to Education General - City Wide,Transfer available funding to contingency.,53021 Paul Laurence Dunbar Career Academy High School,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,640",
259,18-1024-EX1,Transfer from George Washington High School to Education General - City Wide,Transfer available funding to contingency.,46331 George Washington High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,140004 Cte - Business Systems,474565 Special Student Needs-C. Perkins Fy18,12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,652",
260,18-1024-EX1,Transfer from George W Collins High School to Education General - City Wide,Transfer available funding to contingency.,46411 George W Collins High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,140004 Cte - Business Systems,474565 Special Student Needs-C. Perkins Fy18,12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,652",
261,18-1024-EX1,Transfer from Marie Sklodowska Curie Metropolitan High School to Education General - City Wide,Transfer available funding to contingency.,53101 Marie Sklodowska Curie Metropolitan High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,140004 Cte - Business Systems,474565 Special Student Needs-C. Perkins Fy18,12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,652",
262,18-1024-EX1,Transfer from Infinity Math Science and Technology High School to Education General - City Wide,Transfer available funding to contingency.,55151 Infinity Math Science and Technology High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,140004 Cte - Business Systems,474565 Special Student Needs-C. Perkins Fy18,12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,652",
263,18-1024-EX1,Transfer from Galileo Math & Science Scholastic Academy ES to Education General - City Wide,Transfer available funding to contingency.,29141 Galileo Math & Science Scholastic Academy ES,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,653",
264,18-1024-EX1,Transfer from Grant Funded Programs Office - City Wide to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,70140 Independent Schools Of Chicago,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228950 Federal - Nonpublic Inst (Independent),494068 Title Iia - Other Private Supplementary Servc.,"$1,654","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
265,18-1024-EX1,Transfer from Matthew Gallistel Elementary Language Academy to Education General - City Wide,Transfer available funding to contingency.,29091 Matthew Gallistel Elementary Language Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,659",
266,18-1024-EX1,Transfer from Capital/Operations - City Wide to Harold Washington Elementary School,Funds Transfer From Award# 2017-427-00-31 To Project# 2018-24921-OLA ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,24921 Harold Washington Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,660",
267,18-1024-EX1,Transfer from Dr Martin Luther King Jr College Prep HS to Education General - City Wide,Transfer available funding to contingency.,46371 Dr Martin Luther King Jr College Prep HS,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,678",
268,18-1024-EX1,Transfer from Wendell Smith Elementary School to Education General - City Wide,Transfer available funding to contingency.,23641 Wendell Smith Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,688",
269,18-1024-EX1,Transfer from Daniel Boone Elementary School to Education General - City Wide,Transfer available funding to contingency.,22271 Daniel Boone Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,696",
270,18-1024-EX1,Transfer from George Rogers Clark Elementary School to Education General - City Wide,Transfer available funding to contingency.,22191 George Rogers Clark Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,716",
271,18-1024-EX1,Transfer from John W Cook Elementary School to Education General - City Wide,Transfer available funding to contingency.,22801 John W Cook Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,719",
272,18-1024-EX1,Transfer from James R Doolittle Jr Elementary School to Education General - City Wide,Transfer available funding to contingency.,22991 James R Doolittle Jr Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,734",
273,18-1024-EX1,Transfer from Donald Morrill Math & Science Elementary School to Education General - City Wide,Transfer available funding to contingency.,24571 Donald Morrill Math & Science Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,735",
274,18-1024-EX1,Transfer from Emmett Louis Till Math and Science Academy to Education General - City Wide,Transfer available funding to contingency.,24441 Emmett Louis Till Math and Science Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,738",
275,18-1024-EX1,Transfer from Capital/Operations - City Wide to Lake View High School,Funds Transfer From Award# 2017-427-00-31 To Project# 2019-46211-OII-1 ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,46211 Lake View High School,427 CIP Series 2016B,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,740",
276,18-1024-EX1,Transfer from Citywide Student Support and Engagement to DeWitt Clinton Elementary School,CSI FY19- FICA for RC,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442177 21st Century Community Learning Centers - (Cohort
15-Grant 6) Fy19",22751 DeWitt Clinton Elementary School,"324 Miscellaneous Federal, State & Local Grants",57415 FICA,297920 Other Government Funded - Support Services,"442177 21st Century Community Learning Centers - (Cohort
15-Grant 6) Fy19","$1,746",
277,18-1024-EX1,Transfer from Jesse Owens Elementary Community Academy to Education General - City Wide,Transfer available funding to contingency.,23351 Jesse Owens Elementary Community Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,746",
278,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Theodore Herzl Elementary School,Student transportation $250 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,23771 Theodore Herzl Elementary School,362 Early Childhood Development,54210 Pupil Transportation,119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,750",
279,18-1024-EX1,Transfer from Student Support and Engagement to William P Gray Elementary School,Gray K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000000 Default Value,23401 William P Gray Elementary School,115 General Education Fund,53405 Commodities - Supplies,320020 Other After Schools Programs,000675 K-* Ost Award Program,"$1,750",
280,18-1024-EX1,Transfer from Joshua D Kershaw Elementary School to Education General - City Wide,Transfer available funding to contingency.,23991 Joshua D Kershaw Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,759",
281,18-1024-EX1,Transfer from Peter Cooper Elementary Dual Language Academy to Education General - City Wide,Transfer available funding to contingency.,22831 Peter Cooper Elementary Dual Language Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,764",
282,18-1024-EX1,Transfer from Portage Park Elementary School to Education General - City Wide,Transfer available funding to contingency.,25011 Portage Park Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,769",
283,18-1024-EX1,Transfer from Rueben Salazar Elementary Bilingual Center to Education General - City Wide,Transfer available funding to contingency.,30101 Rueben Salazar Elementary Bilingual Center,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,780",
284,18-1024-EX1,Transfer from Maria Saucedo Elementary Scholastic Academy to Education General - City Wide,Transfer available funding to contingency.,29151 Maria Saucedo Elementary Scholastic Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,788",
285,18-1024-EX1,"Transfer from Magnet, Gifted and IB Programs to Roberto Clemente Community Academy High School",IB Professional development funds,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221001 School Instructional Support Services,000000 Default Value,51091 Roberto Clemente Community Academy High School,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",111084 International Baccalaureate,008005 International Baccalaureate Program,"$1,800",
286,18-1024-EX1,Transfer from John M Harlan Community Academy High School to Education General - City Wide,Transfer available funding to contingency.,51021 John M Harlan Community Academy High School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,816",
287,18-1024-EX1,Transfer from Walt Disney Magnet Elementary School to Wendell Smith Elementary School,Reimbursements to schools for funds overdrawn into salvage.,29401 Walt Disney Magnet Elementary School,115 General Education Fund,51100 Teacher Salaries - Regular,419001 Payroll Salvage,000575 Student Based Budgeting,23641 Wendell Smith Elementary School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000575 Student Based Budgeting,"$1,822",
288,18-1024-EX1,Transfer from Walt Disney Magnet Elementary School to Wendell Smith Elementary School,Reimbursements to schools for funds overdrawn into salvage.,29401 Walt Disney Magnet Elementary School,115 General Education Fund,51100 Teacher Salaries - Regular,419001 Payroll Salvage,000575 Student Based Budgeting,23641 Wendell Smith Elementary School,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000575 Student Based Budgeting,"$1,822",
289,18-1024-EX1,Transfer from Grant Funded Programs Office - City Wide to Near North Montessori A,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,460023 Preschool Incentive Grant Fy19,69458 Near North Montessori A,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),460023 Preschool Incentive Grant Fy19,"$1,825",
290,18-1024-EX1,Transfer from Sir Miles Davis Magnet Elementary Academy to Education General - City Wide,Transfer available funding to contingency.,29391 Sir Miles Davis Magnet Elementary Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,830",
291,18-1024-EX1,Transfer from Grant Funded Programs Office - City Wide to Salem Christian School,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69389 Salem Christian School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370012 Federal - Idea Nonpublic (Christian),462072 Lea Flowthru Instruction - Nonpublic,"$1,838",
292,18-1024-EX1,Transfer from William P Gray Elementary School to Education General - City Wide,Transfer available funding to contingency.,23401 William P Gray Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,847",
293,18-1024-EX1,Transfer from Capital/Operations - City Wide to Robert J. Richardson Middle School,Funds Transfer From Award# 2017-427-00-26 To Project# 2014-23381-NSC ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009567 All Other,000000 Default Value,23381 Robert J. Richardson Middle School,427 CIP Series 2016B,56310 Capitalized Construction,009441 New School Openings,000000 Default Value,"$1,869",
294,18-1024-EX1,Transfer from Capital/Operations - City Wide to Benito Juarez Community Academy High School,Funds Transfer From Award# 2015-427-00-03 To Project# 2019-46421-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,253508 Renovations,000000 Default Value,46421 Benito Juarez Community Academy High School,427 CIP Series 2016B,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,879",
295,18-1024-EX1,Transfer from Charles P Caldwell Academy of Math & Science ES to Education General - City Wide,Transfer available funding to contingency.,22511 Charles P Caldwell Academy of Math & Science ES,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,881",
296,18-1024-EX1,Transfer from Kelvyn Park High School to Education General - City Wide,Transfer available funding to contingency.,46191 Kelvyn Park High School,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,221011 Improvement Of Instruction,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,889",
297,18-1024-EX1,Transfer from Lawndale Elementary Community Academy to Education General - City Wide,Transfer available funding to contingency.,31161 Lawndale Elementary Community Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,909",
298,18-1024-EX1,Transfer from Charles H Wacker Elementary School to Education General - City Wide,Transfer available funding to contingency.,26621 Charles H Wacker Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,920",
299,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Ferdinand Peck Elementary School,Nutrition education $175 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,24871 Ferdinand Peck Elementary School,362 Early Childhood Development,53405 Commodities - Supplies,256213 Early Childhood-Prekg-Food,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,925",
300,18-1024-EX1,Transfer from Capital/Operations - City Wide to Walter Payton College Preparatory High School,Funds Transfer From Award# 2017-436-00-09 To Project# 2014-70020-ANX ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253544 Child Award,000017 Tif Capital,70020 Walter Payton College Preparatory High School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009531 Additions,000017 Tif Capital,"$1,930",
301,18-1024-EX1,Transfer from Sarah E. Goode STEM Academy to Education General - City Wide,Transfer available funding to contingency.,46611 Sarah E. Goode STEM Academy,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,160018 Freshman Summer Enrichment,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,946",
302,18-1024-EX1,Transfer from Morgan Park High School to Education General - City Wide,Transfer available funding to contingency.,46251 Morgan Park High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,212017 Other Govt Fnded Prjts-Guidnce,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,950",
303,18-1024-EX1,Transfer from David G Farragut Career Academy High School to Education General - City Wide,Transfer available funding to contingency.,53091 David G Farragut Career Academy High School,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,950",
304,18-1024-EX1,Transfer from Sidney Sawyer Elementary School to Education General - City Wide,Transfer available funding to contingency.,25231 Sidney Sawyer Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,955",
305,18-1024-EX1,Transfer from Daniel Hale Williams Prep School of Medicine to Education General - City Wide,Transfer available funding to contingency.,55161 Daniel Hale Williams Prep School of Medicine,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,964",
306,18-1024-EX1,Transfer from Early College and Career - City Wide to Education General - City Wide,Transfer available funding to contingency.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54220 Auto Reimbursement,221011 Improvement Of Instruction,474565 Special Student Needs-C. Perkins Fy18,12670 Education General - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,978",
307,18-1024-EX1,Transfer from Citywide Student Support and Engagement to DeWitt Clinton Elementary School,CSI FY19- Vendor services for Adult programming,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442177 21st Century Community Learning Centers - (Cohort
15-Grant 6) Fy19",22751 DeWitt Clinton Elementary School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,390008 Other Government Funded - Community Services,"442177 21st Century Community Learning Centers - (Cohort
15-Grant 6) Fy19","$2,000",
308,18-1024-EX1,Transfer from Facility Operations & Maintenance to Facility Operations & Maintenance,Car fare for capital team,11860 Facility Operations & Maintenance,230 Public Building Commission O & M,55005 Property - Equipment,254009 Central Office Operations,000000 Default Value,11860 Facility Operations & Maintenance,230 Public Building Commission O & M,54215 Car Fare,254009 Central Office Operations,000000 Default Value,"$2,000",
309,18-1024-EX1,Transfer from Language & Cultural Education - City Wide to Language & Cultural Education - City Wide,"Funds will be used to purchase Subway catering, boxed lunch for students during the Chinese Cultural Festival.",11540 Language & Cultural Education - City Wide,124 School Special Income Fund,57935 Miscellaneous - Administrative Allocation To Special,221002 World Language Instructor Support,010228 Confucius Institute Of Chicago,11540 Language & Cultural Education - City Wide,124 School Special Income Fund,53205 Commodities - Supplied Food,221002 World Language Instructor Support,010228 Confucius Institute Of Chicago,"$2,000",
